Th. Winter	Th. Intermediate	Th. Summer
2.173444459	1.050921865	0.291170965
2.005099801	0.865651053	0.076508918
2.014106262	0.890491427	0.241005453
1.98633092	1.548616168	0.076538897
1.783645347	1.11454037	0.206049627
1.994317461	1.093430604	0.162905792
1.975050401	0.861354422	0.35529018
1.891080219	0.966088097	0.144648034
1.800216845	0.920586672	0.076874852
1.63639134	0.886667186	0.33983099
1.706306946	1.463015776	0.223755861
2.03707218	0.920880797	0.254815565
2.034204205	0.795824639	0.376896381
2.556375384	0.796471821	0.189434825
2.381270324	0.739483347	0.077526301
2.444088699	0.673739755	0.077620508
2.994795582	0.585619504	0.238492566
3.354141366	0.438743359	0.09816894
3.154069212	0.481418081	0.077040791
3.355470933	0.274719039	0.218016582
4.280203591	0.651992469	0.076660725
4.074760115	0.477360703	0.281820541
4.052762884	0.176377627	0.437884378
4.293977238	0.280917714	0.438674308
4.74531535	0.085217746	0.438521006
4.428890491	0.135303708	0.301932258
4.113413782	0.085063248	0.076909046
3.887999563	0.270846266	0.120123211
3.883616464	0.266584553	0.077107349
4.053195568	0.084877649	0.163567746
3.538227958	0.245896966	0.120512768
3.223174562	0.289219365	0.077447379
2.854797875	0.270134711	0.660641794
2.750302126	0.196477555	0.635332939
2.206918546	0.640648709	0.43933236
2.016238908	0.446944725	0.439413978
1.823557934	0.597412178	0.422390447
1.716877408	0.588060734	0.07813179
1.597282784	0.569378474	0.231050821
1.469089846	1.168594082	0.098212147
1.884153411	1.16858386	0.078472666
1.811697076	1.289913005	0.269865094
1.690732559	0.918645172	0.272683054
2.203467951	0.807223839	0.409462182
2.594591032	1.25907934	0.407698606
2.794511329	1.379332247	0.111350483
2.882803841	1.322043622	0.209340138
3.161466694	1.168134231	0.341257148
3.102413461	1.168150168	0.182476553
3.459159424	1.406431376	0.1989355
3.957990859	0.76064497	0.223483754
4.102149336	0.611805351	0.259491176
4.525506733	0.558112272	0.097781524
5.114752564	0.55696787	0.08009926
4.952042676	0.916646627	0.195543731
4.714648763	0.780987981	0.161697443
4.672423553	0.664663621	0.079778842
4.468988412	0.662553089	0.079533721
5.094433706	0.84252704	0.250788429
4.411484506	0.658578226	0.480992711
3.963015191	0.446052315	0.490089437
3.394157104	0.446051581	0.439694226
3.542208457	0.176233696	0.424608057
4.20232931	0.281226469	0.07833977
4.191882607	0.993214808	0.214727352
4.207573152	0.831517042	0.078112772
3.964424017	0.807373004	0.077996649
3.447451579	1.168461475	0.07787921
3.513798758	1.229137977	0.137263316
3.423204169	1.273484634	0.207167345
3.611290275	1.168500089	0.077597971
3.236889068	1.168521625	0.548061686
3.115288059	1.168545704	0.520031653
2.929885459	1.168572555	0.493164388
2.750121276	1.529938563	0.438312521
2.894051412	1.609970952	0.438299002
2.729445813	1.281709671	0.793385558
2.464708133	1.399565275	0.484470109
2.850450802	1.226858762	0.438403866
2.731418788	1.025492161	0.438486802
2.76577696	1.023418168	0.241708819
2.784420214	1.021903465	0.171912425
3.258526711	1.057811282	0.171037663
3.37456622	1.231560727	0.169976207
3.03662266	1.037698707	0.219477637
3.008702283	0.765142411	0.223529066
2.721588165	0.510984114	0.33741411
2.715678559	0.765075605	0.237381716
2.710219663	1.168768146	0.166975867
2.704046579	1.230185201	0.166424662
2.140461127	1.117798131	0.16587
2.117275474	1.170518269	0.396231531
1.883464728	1.010403469	0.137648789
1.878471147	1.721872101	0.121152271
1.873605834	1.397258864	0.077931758
1.859741938	1.728644925	0.077865243
1.59090215	1.870969704	0.077805577
1.503223152	1.772711033	0.077776536
1.202428447	1.573222212	0.077867883
1.44884388	1.866565243	0.077806354
1.445515694	1.933007965	0.077743162
1.698462358	2.062871979	0.164043993
1.60978901	2.293263917	0.207156986
2.421570464	2.651438796	0.077600088
2.66143583	2.648722302	0.077555548
2.664284213	2.646133967	0.163857803
2.55049594	2.631101888	0.077598344
2.827586969	2.398598355	0.077684137
2.551820261	2.738867062	0.438591658
2.785828654	2.506881991	0.438676367
2.415898056	2.287954563	0.438756456
2.158575605	2.240940385	0.34318488
2.419391159	2.138049832	0.228547739
2.498981475	1.982483174	0.281066501
2.679802738	1.847236324	0.197108566
3.156476372	1.618208028	0.078160667
3.362919206	1.623834927	0.078175515
3.856240874	2.603012155	0.128351717
3.73176874	2.508942663	0.18319343
3.82663363	2.277620616	0.255795882
3.82273652	2.000777353	0.245870758
4.104913105	1.89503317	0.21948353
3.552149496	1.790890726	0.07815797
3.719078424	2.148740807	0.078102494
3.849519629	2.597381858	0.192386477
3.882810013	2.503388147	0.078038854
3.701209025	2.434093492	0.078030879
3.639888132	2.345510178	0.118756456
3.884215677	2.243878484	0.077814533
3.845040153	1.914181381	0.255299954
4.607730935	1.909669494	0.100868592
4.829387971	2.687183719	0.077874175
4.676361508	2.714979854	0.077950104
4.591265372	3.138722312	0.078043319
4.68387904	2.971061825	0.078129629
4.803892853	2.937612312	0.078157113
5.094959153	3.617482359	0.164511752
5.197004299	3.509090685	0.078040074
5.17586709	3.505833115	0.187571916
5.144385084	3.29916178	0.222326882
5.196661863	3.272177213	0.388086737
5.060418117	2.814903515	0.187360593
5.156448351	3.647382842	0.235248219
5.014780045	3.518856792	0.120972983
5.060643756	3.128545751	0.077862482
5.156815492	2.739995238	0.077924045
5.05079718	2.474963084	0.077985115
4.590088087	2.34051564	0.078009935
4.445809273	2.420511788	0.443632736
4.344489831	2.662166571	0.103332498
3.924583486	2.65679369	0.222770231
3.896254269	2.651555281	0.097098116
3.668586184	2.532699259	0.078415374
3.146117213	2.109948392	0.078508243
2.979932274	1.624357972	0.078606757
2.77111402	1.858136518	0.20584655
2.796664878	1.639579458	0.2315326
3.353119483	1.73374084	0.208365277
3.441767362	1.371916061	0.194492497
3.399731252	2.100270232	0.601192998
3.163156348	1.942206746	0.696731597
3.501743097	1.601976993	0.595651328
3.098138989	1.617448667	0.872673184
3.065185876	1.411821683	0.5240606
3.010909863	1.472531831	0.440723593
2.897653956	1.145678235	0.440838136
2.814298484	0.863359254	0.440957121
2.899170923	0.92218171	0.560166468
2.503928381	0.81514599	0.572934599
2.280649601	0.897822108	0.404672706
1.921490097	0.937021081	0.415187443
1.915614698	0.579125105	0.297855226
2.032705979	0.915559469	0.326032288
1.992642868	0.830926939	0.754474359
1.914117079	0.647494349	0.661217781
2.174101256	0.646121569	0.540319097
1.666418858	0.644817373	0.418059353
1.649725861	1.00462935	0.335038219
1.799686745	1.364510864	0.180686292
1.368123294	1.460388311	0.080393471
1.671540308	1.440757151	0.166783325
2.004156997	1.403533229	0.166849577
1.823480571	1.628726614	0.315081272
2.560751139	1.581415739	0.258244935
2.638126962	1.470964144	0.103788982
2.453200646	0.803866925	0.135600291
2.628393052	1.101331633	0.137975515
2.768676065	1.366341328	0.309500367
2.730489193	1.119562006	0.08081376
2.565171497	1.306973979	0.171800051
2.602658095	1.141596946	0.195129016
2.786367171	1.337301021	0.312986288
2.735742182	1.033282302	0.217371898
2.757877103	0.932752368	0.442345299
2.737338016	0.792530698	0.757387717
2.221347184	1.018460573	0.444060671
2.462429892	0.712563423	0.291671041
2.741089335	0.875690888	0.414061467
3.005058191	0.97076476	0.163949206
3.798204517	1.394854963	0.444254334
3.38771653	1.567098518	0.663434942
4.01019414	1.90422035	0.492652138
4.403404671	2.218119572	0.398180899
5.083532907	2.030124075	0.494215844
4.72487903	2.181118129	0.541998242
4.968048087	1.692588261	1.101518263
5.521184497	1.54686241	1.128781075
5.36968585	2.116617618	0.571805412
5.353378615	1.803644935	0.184892909
5.469258977	1.701296365	0.266841517
5.358668638	1.336173434	0.6189476
4.508595143	1.234537507	0.930269647
5.615863247	1.369864516	0.719225743
5.196552328	1.364930285	0.442156131
5.355667037	1.043744511	0.964097098
4.978795788	1.238836673	0.999202257
4.354424528	1.633305708	0.925047484
4.691402399	1.90666857	0.80272753
5.022513142	2.414931341	1.079171824
4.018648994	2.460545874	1.250352762
3.681294391	2.299218321	1.163952273
4.248789184	2.469483552	1.163884106
3.748564239	2.839900032	0.816838327
3.509306068	2.69820569	1.160754596
2.96219143	2.444770854	0.638054189
3.810043377	2.222316709	0.46811294
3.821563598	2.263291865	0.500123955
4.112418869	2.679193411	0.87402328
4.064352892	2.577544778	0.806619809
4.222660093	2.699751678	0.550617796
4.099280049	3.206385463	0.404242457
4.863995443	3.50553681	0.259935605
5.341003611	3.949098735	0.46826195
5.403957044	3.48748764	0.368120602
5.582706078	3.734490253	0.20779076
5.042718825	4.099950709	0.440883049
4.761523529	4.096804256	0.440843044
4.918959025	4.283439208	0.80150182
4.327771362	4.5075453	1.148657094
4.212300606	4.3424482	0.463303537
3.504505393	4.707208364	0.432079351
3.495947538	5.030352291	0.117933009
3.384295062	4.247598319	0.324280408
2.923532593	3.594791316	0.333090537
2.886788352	3.653592005	0.375297097
2.538294581	3.868555902	0.246079495
2.886542046	3.6372905	0.188963838
2.769896022	4.083803562	0.451440572
3.127671522	3.6711776	0.509746843
2.700028268	3.042023243	0.300892847
3.266350301	3.419778042	0.456026677
3.637459855	3.291948767	0.460382795
4.121453019	3.126603353	0.440488505
4.526599965	2.475552871	0.53146104
4.631979176	2.998696992	0.501099946
4.276895954	3.216548349	0.74753825
4.469552172	2.823464155	0.463582651
4.415887423	2.69504381	0.771909459
4.344826421	2.076912501	0.783973444
4.700575494	2.034715437	0.580390619
4.173143982	2.530459028	0.524786314
4.138312731	3.202887083	0.666701266
4.617169161	3.051778393	0.331441619
4.484708906	3.01293232	0.218461525
4.317222705	3.127369931	0.323493042
3.698638699	4.163704439	0.378305037
3.275577854	3.831168878	0.399912884
3.520525217	4.532534139	0.327962528
3.547253392	5.248108283	0.079802519
3.460322405	5.339869906	0.170778598
3.519432789	4.807288492	0.224394012
3.375605747	4.715153667	0.33553886
3.822025066	4.499338074	0.363504369
3.376061462	4.197157	0.32740557
3.078396979	3.579294903	0.307638599
3.182391262	3.798144151	0.269210542
3.13475471	3.541247552	0.553117092
2.933623105	3.490007784	0.274804086
3.099305329	3.160756659	0.140948579
2.696023408	3.589979363	0.199241814
3.384116199	3.34877268	0.68022437
3.165822652	2.626173921	0.54791676
3.419112197	3.023087573	0.56405744
3.323517771	2.615520665	0.510560744
3.212097646	2.684908943	0.263283058
3.246869611	3.505498079	0.252695062
3.635101256	3.989709706	0.271323921
3.507469486	3.929973881	0.216466854
3.656517855	4.054040222	0.702858355
3.439573688	3.394398686	0.292367904
3.489701229	3.218378738	0.337764657
3.905921273	3.204542509	0.079997884
3.81936694	2.945059124	0.378735757
3.27209913	3.747480612	0.244639786
3.052325031	3.592182753	0.080195944
3.445153617	2.961927872	0.763363715
3.949124743	3.27261981	0.532423187
4.568000209	2.461610773	0.980533183
4.072868046	2.264244495	1.06331694
4.007388957	2.709428573	1.775834168
3.940496722	2.712484316	0.89644208
3.491104241	3.327327802	0.66560932
3.165364344	3.682687671	0.778228089
2.998211716	4.258204112	1.005036707
3.424573094	4.030217495	0.640235993
3.238584844	3.870860653	1.070101876
3.716052177	3.63129861	0.953949731
3.585417258	3.275771238	0.539487715
2.862751657	3.686562261	0.421755095
2.850439568	3.406248753	0.929845518
2.607443371	3.202873023	0.622640923
4.313882729	2.358502427	0.579728251
4.04507753	2.68116635	0.719644745
4.462877518	2.356648109	0.713745137
4.058296728	2.577163659	0.257430917
4.013373085	2.872363961	0.922255978
5.268186308	2.172835063	1.071345686
5.568933936	2.988880116	0.94464241
5.432366956	2.23704523	1.447973005
4.727927092	2.204155468	0.977172586
5.09554528	2.384210674	0.951472122
5.847570938	2.512950967	1.244577625
5.896556461	2.060895082	1.156930249
5.477841074	3.682902336	1.072850494
5.262958133	3.737528369	0.87130093
5.345220847	4.004600726	0.673559259
4.767957735	4.020074083	0.502462068
4.763357353	3.413024061	0.080462206
4.864405056	4.193159036	1.140471748
5.035040076	3.832710567	0.914460586
4.773428362	3.64465432	0.680400489
4.614396383	3.65438605	0.917677193
3.915751311	3.630781419	0.682104538
3.926676693	3.449569165	0.575979105
3.877675407	3.369378555	0.768541006
3.605989555	3.38394059	0.766244058
4.249458548	3.108201315	0.808766327
3.61584028	3.119412123	0.778743926
3.646636099	2.872131215	0.795743542
3.727873874	2.880772521	0.524263778
4.012313264	3.122429473	0.865588361
4.081225802	3.286476701	0.73646451
4.220409632	3.194901299	0.106222204
4.021535331	2.576887182	0.267673137
4.166416505	2.319175886	0.483398018
4.038099438	2.168497823	0.407810659
4.986753052	2.186952454	0.422871651
4.990981217	2.23833097	0.732377485
4.561441259	2.335491227	1.013411128
4.668076871	1.867340939	1.013942697
4.719972607	2.021280261	0.89019648
4.743222631	2.085267403	0.808814207
4.656248527	2.552531506	0.440447016
4.039037897	3.36523737	0.188399866
3.734419315	2.774198915	0.323910436
3.943671844	2.71876989	0.102142076
3.852414701	2.747770771	0.231750665
3.637403171	2.867810852	0.635806256
3.325986017	2.700083128	0.476538186
2.680574962	2.377293506	0.814621532
2.309438701	3.317059548	0.28720001
2.11519268	3.541581657	0.26108848
1.913257645	2.976441189	0.358914108
1.757225031	2.425494775	0.396702796
1.702940525	2.80569124	0.796349667
1.806607523	2.572655073	0.797018894
2.334130185	2.634989409	0.606800959
2.686176203	2.478725087	0.720894676
2.957340822	2.847315242	0.895750643
2.441761306	2.831453803	0.77405834
2.564423725	2.67168228	0.667088948
2.769274946	2.869635653	0.443124149
3.338238045	2.164868222	0.468452135
4.518517466	2.004715334	0.17287077
3.690204648	1.802584996	0.211413631
2.984730682	1.546239449	0.782979665
3.137952528	1.571133737	0.759525499
2.629988871	2.012327343	0.357545235
3.17894803	2.503026247	0.564812769
3.177129025	2.622594324	0.557857637
3.457512987	2.584017609	0.722839971
2.958189077	3.237702157	0.275273387
3.509283892	3.282918604	0.188427106
3.01352151	3.100370829	0.615221686
2.863416151	2.894432797	1.14458132
3.193190345	3.341272638	0.855273602
3.54496332	2.469924849	1.158389992
3.492211747	2.772462434	1.310431895
3.303794963	2.445682202	1.335191028
3.640355611	1.788838061	1.252259087
3.366033541	0.913152259	1.185133877
3.052551673	1.739669824	1.065903677
3.108047354	1.863565302	1.103517098
3.228004399	1.96523059	1.049764405
2.894143657	2.032736697	1.230881332
2.703399632	2.029286238	0.836449546
2.988660335	1.865393884	0.304677556
3.300078462	1.637670732	0.588960176
2.976683729	1.547766946	0.354587431
3.446958696	1.927355057	0.592601486
3.140094251	1.829080668	0.46290063
3.212902486	2.256153853	0.082753794
3.221300716	1.542641682	0.276419387
3.228342671	1.779217243	0.260155262
3.410285667	1.564227776	0.35687537
3.095217639	1.43209241	0.346635276
2.796856699	1.325410939	0.082879023
2.46219762	1.216154442	0.726565461
2.660955856	1.251709629	0.467069333
3.38449834	1.373755425	0.444015557
2.80228365	2.044785265	0.494209562
2.660912121	1.414066608	0.855755898
3.325313063	1.5459146	1.288832507
4.0562055	1.20728164	1.207188684
4.656213822	1.005851629	1.381045513
4.344664538	1.421710389	1.201602117
4.101245665	1.487149726	1.013205635
4.428934688	1.697972159	0.858162157
4.776970325	1.321187918	0.54848563
5.345451617	1.24953634	0.533138316
5.589751245	1.890593974	0.776652226
4.998555626	2.37886708	0.954681351
5.295335924	2.575268273	0.999814559
4.388081853	1.885945234	0.765618043
3.778154741	2.135414919	0.836680014
3.522505558	1.733304167	1.283699024
3.530236448	1.671508417	1.067670232
2.860271725	1.300354831	0.70221253
2.786341845	1.52780656	0.53949411
2.524539349	1.822040371	0.650249247
2.634752389	1.840577371	1.030964515
2.678545384	1.655149635	1.096191924
2.37541614	1.566452831	1.152340287
2.844338371	2.370280055	0.536803728
3.030716186	2.026022668	0.636664845
2.919437158	2.237013589	0.800703241
3.305470646	2.495767867	0.667590329
3.371489001	2.132907189	0.747013618
2.843978316	2.284827639	0.7330027
2.538588471	2.14190553	0.30063917
3.343200685	1.959096544	0.268997482
3.127032748	1.90499011	0.347342551
2.803795205	1.74278153	0.411496497
3.432024108	1.516370782	0.184235851
3.793898141	1.545168255	0.183281577
4.096188348	1.945868581	0.70814733
3.9339688	1.677489102	0.592932172
4.88963364	2.268873185	0.532872251
5.010347092	1.668830137	0.24719861
4.899811884	1.799219468	0.305311438
4.765878662	1.655458484	0.289397342
4.740663488	1.891932422	0.423518619
4.31395927	2.157233776	0.718607313
4.205127123	2.234058869	0.708268333
3.984144149	2.324114338	0.54376776
3.520224505	2.197597622	0.973987672
3.113014859	2.588960596	0.946882901
3.440920385	2.769753404	0.859731319
3.026606289	2.736358495	1.006796139
2.930639076	3.00956026	0.942486949
2.82109182	3.520968404	1.302129102
3.084473608	3.374520948	1.470131404
2.140628655	2.842759268	1.240303456
1.940807063	3.018364705	1.153004444
2.072090146	2.79779115	0.875075311
2.307041546	3.157597994	0.652055428
2.54609167	3.328833969	0.558473329
2.634908459	3.005023655	0.923999166
2.324397236	2.518857211	1.214435655
2.224321806	2.437026112	0.805299788
2.57798838	2.537497172	0.939479645
3.232514508	3.499997522	1.016478754
3.103530441	3.548143964	1.282439855
2.60819837	3.530685695	1.180821257
2.773302182	3.588152676	0.836741373
3.230565831	3.811389115	1.079352336
2.991591124	3.39056786	0.67513992
3.285190852	3.342063913	1.257171593
3.037557604	3.086702941	1.318648874
2.86650926	3.082262311	1.28525842
3.307433858	2.974646306	1.490684849
3.074196889	2.667368995	1.510401482
3.239062161	2.341078264	1.401539232
3.722350389	2.376801369	0.995543354
4.10657047	1.956382078	0.925137539
3.986092821	2.112223431	1.205731891
3.889671619	1.891953335	0.915593293
4.250744499	2.195805328	1.212115831
4.069526109	2.887853026	0.917780068
3.771476651	2.562547725	0.805239118
3.799639832	3.04018175	0.90558158
3.47300295	2.712684264	0.822076358
3.65929939	2.940447096	1.05139527
3.405401716	2.657493251	0.852605058
3.11953455	2.366145103	1.345629733
2.658928818	2.782239649	0.871836797
2.700118411	1.952001971	0.931714872
2.272361573	2.114156417	0.548940994
2.603586622	2.961202037	0.294293832
3.175017673	2.861087794	0.14715743
2.55309515	2.19693933	0.24756661
2.525222381	1.751928316	0.805265612
2.795918837	2.139801796	0.805268408
2.916592877	1.663529715	0.92660398
2.913391273	2.521467189	0.905612581
2.857593631	2.256932995	0.919105591
2.663001546	1.762329719	0.573322434
2.30938124	1.661448657	0.674211429
2.667211617	1.755476247	0.638510072
2.89956785	1.955980915	1.117698374
2.720071971	2.314226719	1.277979624
2.157579452	2.065071958	0.444275938
1.531445843	1.828024361	0.549296656
1.461733763	1.767312048	1.139373023
1.650888542	1.628345271	0.789849535
1.930694941	1.555306106	0.624544098
2.010048622	1.442445744	0.832571333
1.704241322	1.371717935	0.531532676
1.649508639	1.635984749	0.295657065
1.308620515	1.537117918	0.08332912
1.490491497	1.287852213	0.597280166
1.743343424	1.805298975	0.555331973
1.802111129	1.843588306	0.778687235
1.635918123	1.599194079	0.527960297
1.623051531	1.056327262	1.210376794
1.368868751	1.524865165	1.26755629
1.285931656	1.522130673	0.624522135
1.226836523	1.65357981	0.640555899
1.428007435	2.085230126	0.730399564
1.584754913	1.981744742	0.137353075
1.577665618	2.119051584	0.179072818
1.756169996	2.1175222	0.461398243
2.134928917	2.27714947	0.982504467
2.034396092	2.180126409	1.271709706
1.89412335	1.859036682	1.33649961
1.737573267	1.909596979	1.569412585
2.060681259	2.09835333	1.376322453
2.47142661	1.999844315	1.350572865
2.390921885	2.34340054	1.280051815
2.12180806	1.80301615	1.168899506
2.322351305	1.82346417	1.057101446
2.181300894	2.080288064	0.468443285
2.440834045	2.376988519	0.667149772
2.794070148	2.233204936	0.260152313
2.6651763	2.76196187	0.263103096
2.491611729	2.119768288	0.124454486
2.453281594	1.903317574	0.535578902
2.360186554	1.600270337	0.463798733
1.885650806	1.618107648	0.577437904
2.086123007	2.412947402	0.851594437
2.375077749	2.292918239	1.277087494
2.329738055	2.016892126	1.231651624
1.806661042	1.673168234	1.392545315
2.021494461	1.689026466	1.236500443
2.149585897	1.495407267	0.751195253
1.557729525	1.058799398	0.545020013
1.787191786	1.01921039	0.18608272
1.687717691	0.856671941	0.80265788
2.028818335	1.216177638	0.348549054
1.951027164	1.260518341	0.445019037
1.477022803	0.883081476	0.445033994
1.92169876	1.034513988	0.445055606
1.972449515	0.737346553	1.000217398
2.199689241	1.097731411	1.242944115
2.022294266	1.458209395	1.304074393
2.331432608	1.618557525	1.061384624
2.600390114	1.434067265	0.915834987
2.968494309	1.274739213	0.9110006
2.450898708	1.361917969	0.460510309
2.726986019	1.593924797	0.594029566
2.40587368	1.536549116	0.545025244
2.367903203	0.849455132	0.780972105
2.978419858	0.985363409	0.744658252
3.114086022	0.82771231	0.943907927
3.236181621	0.749029844	0.465884978
3.34333318	0.846799995	0.96680566
2.890296296	1.02586882	0.74836855
2.632323287	0.852284088	0.791462337
3.153117169	0.70095467	0.419461269
3.089070659	0.424149709	0.180565692
2.826072904	0.599778685	0.18459889
2.632295514	0.339064471	0.22077903
2.511531475	0.338532381	0.455266217
2.26454884	0.292525987	0.104155558
2.392382809	0.392377739	0.557603549
1.993008691	0.291596603	0.889026775
1.825759866	0.599165527	0.828004686
0.924233267	0.391087399	0.807089892
0.797976575	0.651275342	1.259312509
1.319640966	0.650916052	1.336327416
1.44500105	0.65057603	1.529520581
1.396724948	0.65024484	1.529543551
0.730914431	1.101656677	1.704219447
0.853766496	1.010362976	1.3687796
0.7533224	1.010085815	1.260191405
0.899408412	1.132345501	0.414067921
0.865743853	0.909135125	0.386051315
0.734082458	0.909187553	0.325868067
1.353471274	1.119883217	0.190056913
1.234296095	0.936684658	0.189168181
1.079337164	1.282971149	0.549222726
0.793749635	0.866797152	0.961444168
0.986363996	1.139266525	1.065616056
0.791687625	1.04869243	0.754073111
0.886390059	0.884613906	0.445111033
0.789769806	1.253099553	0.606188478
0.939361813	1.328461624	0.511556686
0.788010224	1.3086235	0.61547476
1.117459393	1.147273496	0.531484065
1.016620844	1.137755965	0.502327501
0.903357597	0.810173493	1.04642781
1.221159602	0.781225233	0.881655353
0.901318431	1.042782439	0.265619686
1.094274581	0.602798213	0.19496352
1.714072441	0.684363027	0.284933157
1.317783062	0.71295965	0.604140932
0.917947188	1.298342088	0.553022125
1.010306226	1.435113099	0.413656749
1.040900241	0.929832598	0.231045451
1.482517867	0.954300628	0.280379749
1.261844616	0.956719284	0.084730958
1.062289156	0.911303886	0.175756107
0.790133147	0.826359912	0.084782755
1.150253349	1.140479328	0.319309942
1.149724459	1.017547469	0.125671378
1.015037209	0.879216454	0.084865759
1.023658934	0.655899675	0.084889393
1.164449848	0.47942791	0.410391163
0.860205771	0.407638386	0.286799669
0.773220065	0.557020423	0.084977918
0.777604344	0.405454167	0.085012375
0.681680803	0.404426626	0.085046539
0.670364032	0.403387521	0.085083654
0.366063942	0.402392652	0.085121256
0.320353714	0.964500702	0.555648091
0.320153266	0.901850631	0.850407852
0.319962496	0.805849341	1.346248676
0.319795045	0.759511819	1.32803965
0.456275952	0.75873017	0.855416392
0.480829311	0.999483365	0.898625159
0.38617323	1.118161484	0.807681259
0.319709379	1.117455853	0.860230035
0.319680004	1.477746243	0.807777081
0.419987257	1.838128588	1.249172547
0.49113079	2.312555392	0.974352861
0.61827777	2.093930167	0.912917567
0.319594779	1.821116032	0.766785037
0.319579743	1.792283701	0.359145927
0.212295944	1.572552902	0.194407799
0.933703878	1.648256142	0.401113902
1.038829687	1.991149713	0.19252384
0.933945693	2.021927595	0.876020383
0.6609255	2.336014585	0.57078244
0.508044914	2.019949577	0.543171284
0.207864068	1.724726615	0.8124872
0.566920284	1.462737871	0.430172595
0.561798954	1.854410673	0.504479209
0.558304734	2.068252115	0.425850144
0.71646858	2.062288663	0.459479938
0.380421443	2.05472225	0.420998655
0.189566157	2.048713454	0.421017619
0.345791479	1.763394496	0.357831507
0.299080405	1.323347941	0.163010885
0.594565402	1.319402478	0.578660033
0.539082678	1.315668873	1.242915732
0.536949727	1.458884044	1.131110715
0.535638426	1.16027469	0.872073684
