Th. Winter	Th. Intermediate	Th. Summer
0.146970885	0.351770914	0.84268196
0.146208371	0.349587735	0.842266132
0.035480743	0.347490218	0.842571599
0.035493093	0.245182543	0.656196239
0.036188726	0.244062324	0.599238727
0.03758984	0.244011821	0.761798359
0.398471501	0.242505188	0.786315879
0.398483667	0.241058304	0.714348471
0.398496249	0.239668976	1.07443929
0.398510298	0.440704842	1.243623142
0.398524486	0.210459998	1.069896453
0.761039164	0.126416699	1.067755682
0.761054281	0.125860217	0.965889621
0.761070209	0.018194392	0.589316132
0.761086932	0.018198423	0.950794034
0.812983897	0.018203271	0.718749763
0.685978462	0.018208985	0.588015952
0.513665037	0.200218245	0.479910849
0.512881947	0.018227261	0.479699711
0.512110195	0.018236241	0.479496782
0.62669508	0.018245341	0.479296729
0.512725093	0.379009419	0.479104143
0.512043152	0.37900976	0.478918965
0.511390091	0.379010805	0.480172259
0.303955631	0.379018237	0.38651527
0.636040727	0.351796532	0.386523029
0.634352035	0.018290241	0.142640478
0.632749842	0.018301865	0.141287614
0.631211026	0.018313454	0.140224295
0.629733455	0.018325367	0.140724591
0.628316479	0.018337287	0.139838011
0.626953204	0.018349205	0.138892925
0.625651921	0.018361114	0.137985132
0.520551012	0.018373227	0.499613147
0.519753522	0.01838601	0.498775344
0.518989136	0.018398288	0.497970121
0.623255506	0.018410694	0.4971961
0.517551306	0.018423053	0.496452354
0.284301124	0.018435457	0.495737042
0.164326718	0.018447804	0.495050035
0.365588945	0.018460575	0.494389424
0.188452947	0.380973144	0.493754718
0.161136076	0.743485008	0.49314495
0.160156498	0.743496927	0.492559398
0.159215947	0.7435088	0.430284738
0.158431124	0.743521356	0.609548496
0.521615867	0.744967918	0.972200862
0.520804394	0.745625927	0.970641163
0.520025462	0.745638717	0.969142127
0.881777346	0.745651871	0.967701546
0.881059032	1.108164138	0.966316134
1.129510312	1.108175861	0.964984729
1.12953272	1.108187523	0.963705538
1.129555456	0.931838166	0.962476467
1.1295783	0.696115327	0.961294659
1.234601005	0.627748367	0.96015912
1.129624121	0.625703371	0.959067587
1.129647326	0.623737711	0.648665999
1.129670571	0.621848382	0.463215541
1.025260978	0.620031968	0.363195795
1.25855793	0.618286488	0.360569926
1.257408903	0.459831376	0.718879498
1.087423375	0.371036559	0.716454655
0.959831659	0.368523098	0.610248037
0.777703697	0.366108055	0.971013923
0.774079712	0.363786737	0.862232077
0.770607561	0.251511687	0.751312944
0.767270172	0.249947517	0.751318302
0.764440704	0.248444855	0.751323471
0.761713965	0.247001	0.751335215
0.759082287	0.245614135	0.751346293
1.119019783	0.132018692	0.751357547
1.116541161	0.020931216	0.751368729
0.922087781	0.020943296	0.665350546
0.763169349	0.020955256	0.508207863
0.760629015	0.020966962	0.507083101
1.11915267	0.020978551	0.406403335
1.116813237	0.020990023	0.263670138
1.003985037	0.021001379	0.261500775
0.890413125	0.021013276	0.259414838
0.889462194	0.021025037	0.257397321
0.888547906	0.021036657	0.255469313
0.887668669	0.021048142	0.253615469
0.934615838	0.383559497	0.251832762
0.810748164	0.384129562	0.25011846
0.652083292	0.385556698	0.248446358
0.385700803	0.385568679	0.139935858
0.287929632	0.385580525	0.139084522
0.288042253	0.385592239	0.138266954
0.287763142	0.385604186	0.137481518
0.893783941	0.385615997	0.136727568
0.892823928	0.092551956	0.136003146
0.891901888	0.024997356	0.135306607
0.891015875	0.025009217	0.497178203
0.890165088	0.025019657	0.390448339
0.889348191	0.02503004	0.390454871
0.888564237	0.025040368	0.390461972
0.887811409	0.02505053	0.390469329
0.88708818	0.025060641	0.390477019
1.24675669	0.025070719	0.504817807
0.960011697	0.025080872	0.390492562
1.130833617	0.387590589	0.39049441
1.062207797	0.573449888	0.4908289
0.892272625	0.411758887	0.390497281
0.891275591	0.387617888	0.592875918
0.890318076	0.387626616	0.330827827
0.88939802	0.545135352	0.556389244
0.888514272	0.38764376	0.512759172
1.250165684	0.387652017	0.511629373
1.249350386	0.387660292	0.510574459
1.606154035	0.387669477	0.510954735
1.247122442	0.38062579	0.510380168
1.233994577	0.143650559	0.509444697
1.120666752	0.247749795	0.508545763
1.015253021	0.141884834	0.394067027
1.374323439	0.141054112	0.394064266
1.372613901	0.140273591	0.394056095
1.370971037	0.139524089	0.508382908
1.154230024	0.50130419	0.348341145
0.88324745	0.915619162	0.150849053
1.085140693	0.862461044	0.149706673
0.837397863	1.2243292	0.148609174
0.649130824	1.223723059	0.147555025
0.569063082	1.585754935	0.507115421
0.412801099	1.586703022	0.506143346
0.410072844	1.586166587	0.75281923
0.407450946	1.585650933	0.752824812
0.765238876	1.585155366	0.853164783
0.762776314	1.584679243	0.752928372
0.931909375	1.476966387	0.392190676
0.758134739	1.63447634	0.39220106
0.755949385	1.413319967	0.392211159
0.753849847	1.132771003	0.392221564
0.923332404	1.008204127	0.392230697
0.749894569	0.923393821	0.392240766
1.004527048	1.487156375	0.553774558
1.36376363	1.017553116	0.154817029
1.72264701	1.252072691	0.153646695
1.721202477	1.610325204	0.152521796
1.36504758	1.968743141	0.151440402
1.261150473	1.898922353	0.150400668
0.782234113	2.359227899	0.567200487
0.765130409	2.559981742	0.509072059
0.7627693	2.557469673	0.508147465
0.760501585	2.676425244	0.657758569
1.120822042	2.621984045	0.506404289
1.166128774	2.458824008	0.505584436
1.007137953	2.433270288	0.50479605
1.005706206	2.731842768	0.504037531
1.618870141	2.681703104	0.680897389
1.495616532	2.557919393	0.575848581
1.493098409	2.225855443	0.501929607
1.182526584	2.077546612	0.794739145
1.127609576	2.423503183	0.609277146
1.125370564	2.269032242	0.507960648
1.485739218	1.948623671	0.507018426
1.39293804	1.604504737	0.606448909
1.241528115	1.597770172	0.505248196
1.599364638	1.587110661	0.864773551
1.596638053	1.342733867	0.863964735
1.59401805	1.335836794	0.864191679
1.751237576	1.329206959	0.864345005
1.572068251	1.32286852	0.863639791
1.468350044	1.730425654	0.756194146
1.35522381	1.78043105	0.870528489
1.320108218	1.554654686	0.526850964
0.989387925	1.499758833	0.567155151
0.986076043	1.200433682	0.515805265
0.869524689	1.195351316	0.717038297
0.867072603	1.190466436	0.53987275
0.864718809	1.290196175	0.875027251
0.862457828	1.094162988	0.668282126
0.860249935	0.842142155	1.36117921
1.029623143	1.202260475	1.721569028
0.856080307	1.456437267	1.719538977
0.750300075	1.451252849	1.7175863
0.737028585	1.576402693	1.715708618
0.619616936	1.573499323	1.71390369
0.5093883	1.57070916	1.712913059
0.506877995	1.568004422	1.712482294
0.86523026	1.56540457	1.60061185
0.867117399	1.562906134	1.642926796
0.751068389	1.923005391	1.36570419
0.749400924	1.806731267	1.109468336
1.110299675	1.805187992	0.973990482
1.583568848	1.803705172	0.68907247
1.524912234	2.572099287	0.510409308
1.466314352	2.289289962	0.926884427
1.51969429	2.286776232	0.863447761
1.463937152	2.284361049	0.743154953
1.366568175	2.091604808	0.740454251
1.100672561	2.666773861	0.503857588
1.099489757	2.663803476	0.864202889
1.458741216	2.660949218	0.86365465
1.963628086	2.658207059	1.034629386
1.819058451	2.405259032	0.862643434
1.867893104	1.987045278	1.2246765
2.385726356	2.854444701	1.22422751
1.975615032	2.875142242	1.223796033
2.619845688	2.788040166	1.235611152
2.465612005	2.331744028	1.789287562
2.826361413	2.127740146	1.612831622
3.185256358	2.097623069	1.586166848
3.10625813	2.440926728	1.484645955
2.821055207	2.898697272	1.339450373
2.710297534	2.357242885	1.338136652
2.514724364	2.51929392	1.336871645
2.32197613	2.149907554	1.335652698
2.040045525	2.200533666	1.384646661
1.994363921	2.124916114	1.323008545
2.353258336	2.06587772	1.660779292
2.357511193	1.842099566	1.706891888
2.523718336	1.711943553	1.763693563
2.998855877	2.065758385	1.948141671
3.185660964	2.059518533	1.583396418
2.923441441	2.239677482	1.759552957
2.882320307	1.934158962	1.576507158
2.637472878	1.854158269	1.573231698
2.673680396	1.757190812	1.930525818
2.7003229	1.992952383	2.091987871
2.632292467	2.240462429	1.925078678
2.906043699	1.923433565	2.248551049
3.199483527	1.964141579	1.874777995
3.295048184	1.914000542	1.765317715
3.29240406	1.891758769	1.568808184
3.00537049	2.892981887	1.337187433
3.362972214	2.878114272	2.044730289
3.217897194	2.803038222	2.645204816
2.693850534	3.028727014	3.005090812
2.509574464	2.663293044	2.785601697
3.003300628	2.65804795	2.870789209
3.062413305	3.013690669	2.542569704
3.276599749	3.293691725	2.841225099
3.238169875	3.234535238	3.659347803
2.689549349	3.125061301	4.22204205
2.504134319	3.103902174	4.051652267
2.399819365	3.349976352	4.10520261
2.951203658	3.368049735	4.101934099
2.862211406	3.917329268	4.148543051
3.011844106	3.805125626	3.893022454
3.552091801	3.459608452	3.397845336
2.940800518	3.174582277	3.848167258
3.161184708	3.840758005	3.724323707
3.207434435	3.470230759	4.079078269
3.979902229	4.071003848	4.54111847
4.297000347	4.053204996	4.149129019
3.282169344	4.233411917	3.715247436
4.686008048	4.367586322	4.108204163
4.914104941	3.974177503	4.30543026
5.186249044	3.72454503	3.898845516
5.244559314	3.275848635	3.883864611
5.606154779	3.160987128	3.463404507
5.683128725	2.872139609	3.4326358
6.167344147	2.988286146	3.683719623
6.333691739	2.782641138	3.216749102
6.120881722	3.09265831	3.422883287
6.757936918	2.943732526	3.073633832
6.753553677	2.855409752	2.894925064
6.682855437	3.481458764	2.855214316
6.677950076	3.6677688	2.561063814
7.366609909	4.22148993	2.262896849
7.2381894	4.409290131	2.023327345
6.833982785	4.449551272	2.19902952
7.142545345	4.309514373	2.362552697
6.946368821	4.929671711	2.70285604
6.78747974	5.27926159	2.487538631
6.671588767	4.96344013	2.426398217
6.639356576	4.637647636	2.547715549
6.064173045	3.78011328	2.288520294
6.484501023	4.931371049	2.302494069
5.749824398	4.479066052	2.652197299
5.523836402	5.759438086	2.55309406
5.303878938	5.531672646	2.042563768
4.853001383	5.823337437	2.458714965
5.131816749	5.362653512	1.831275008
4.780409402	4.996906711	2.465851223
4.37849784	4.772317722	2.593105821
4.602242129	4.635724346	2.376525122
4.770307867	4.586845546	2.311238051
4.511248154	4.188180828	1.885466487
4.173035256	4.780167573	1.566276646
3.97181228	4.940861463	2.082029865
3.497952534	4.938938669	2.41594066
3.437338121	4.841058429	2.41251229
3.048971308	4.464813747	2.112416929
2.921847449	4.858658564	2.440310569
3.446625305	5.139254474	2.951728624
3.505030394	5.549272984	2.926986208
3.472523366	5.238305142	2.81826081
3.34872154	4.91993502	2.429458851
3.83099202	4.445971888	2.351804974
3.012662746	4.040987699	2.027773128
3.121123504	4.080296029	2.105496774
3.334449182	4.417725592	2.170866508
2.980250764	3.875682906	3.043134781
2.817271933	3.509904272	2.558527514
3.848673078	3.612473669	2.441267737
2.933793006	3.89688559	3.208499882
2.940168602	3.992268437	3.274503035
2.546960195	4.523337381	3.446375048
2.60189352	4.490425546	3.264383161
2.638530217	4.434194495	3.210609384
3.078083868	5.316377059	2.884131591
2.560658293	5.260582756	3.602665712
2.693421578	4.308703057	2.972948833
3.138847392	4.454650356	2.52275743
2.754770515	4.900757763	2.413289134
2.603548516	3.718884451	1.981779712
2.546195368	3.906768878	1.774736819
2.590813774	4.64812634	1.906326487
3.1580463	4.497005807	2.538548267
2.828071332	4.693972905	1.793260284
3.144775908	4.590276899	2.008649004
3.156466306	4.752412127	2.124534122
3.086196868	4.625120036	2.102641736
2.765198127	4.387421771	2.393186328
2.807874287	4.114869627	1.978618846
3.074608987	3.646669286	1.748908142
3.438811329	4.114894285	2.458344419
3.688121703	4.418844952	3.226190133
3.81835986	4.650925543	2.699267716
4.210553513	4.872596746	2.529724372
4.192930941	4.058141366	2.361661105
4.815377965	3.775836998	2.857866152
4.24446	3.923447999	2.900569697
4.514413404	3.391912809	2.904115577
3.61142011	3.357648457	2.840329073
3.871393207	3.902137741	2.978893688
3.355771431	4.02480788	2.933596733
3.629007714	4.111202341	2.743578551
3.566196792	3.250680439	2.595407089
3.453530743	3.002403602	2.750726617
3.20300683	3.724118805	2.412281114
3.027568565	4.677382289	2.585376163
3.89159046	4.700259727	2.287043854
4.097455083	4.764742105	1.893889161
4.135844217	5.140864646	1.256991325
5.022664217	4.261023778	2.638819518
4.446964042	4.56104738	2.132798268
3.696177132	4.912842207	1.467702235
4.000417667	5.288275118	2.522387211
3.522445084	4.468916157	2.374378993
3.479815091	5.396698292	3.156002031
3.419165639	5.428990632	2.661427739
3.165467269	4.9019027	2.806725844
2.77421489	4.747759216	3.404209511
2.558137953	4.426206044	2.795518721
1.834141865	4.693280311	2.135664471
1.821980541	6.262651553	2.228670008
2.342519411	6.928149916	2.030385657
2.6327913	7.219226076	2.621145484
1.917209105	6.92981403	2.955346721
2.530659767	5.202863823	3.225693721
2.393192521	4.910814764	2.473357349
3.143470817	4.152275666	2.171888134
2.936821331	4.245744531	1.652825168
3.087817136	3.876803361	1.506328948
3.567726822	3.762094167	1.989388987
3.413529224	4.020659912	1.985134314
4.574930378	3.113962402	1.518816387
3.459652043	2.915884506	1.006324912
5.250458692	3.308045906	0.669454637
6.408670978	3.180747928	0.210741293
6.230432033	3.867246241	0.687022018
5.772760834	3.463389565	0.60516954
5.117460001	4.3275356	1.097985421
4.019250549	4.331575144	1.28597443
4.043505618	4.201417572	1.422090599
3.391601944	3.549820883	1.345800394
3.538491155	4.107235272	0.893139498
3.362056827	3.893847542	0.75427216
3.022089842	5.424078149	0.606408577
3.487336538	3.752062625	1.072310516
3.505465744	3.658191628	0.85777013
3.201484077	3.499345983	1.168603863
3.000251735	3.227016886	1.293121909
2.954913341	3.218951066	0.900556831
3.863670243	3.17409675	0.797365356
4.288861186	3.097129694	1.386440365
3.990767128	3.55700806	1.247375307
3.96970536	3.469437246	1.428017683
3.491191796	3.305543442	1.36022045
3.316535432	3.336414411	2.055450307
3.298842823	3.881084699	0.59294367
3.267194077	3.527075541	0.315334684
3.106142254	3.111321691	0.527959833
3.571662727	3.612700105	0.629601012
2.903665311	3.619287946	0.229776531
2.945832225	3.0320889	0.077680307
3.389922539	2.996336067	0.449480309
2.947454663	3.010868455	0.462187562
3.272720237	3.005585414	0.553208965
3.334821043	2.413980223	0.644146344
2.291500641	2.612280457	0.454876798
2.797485219	2.137268142	0.626621546
2.538845368	2.053312342	0.838988924
2.73467235	1.966543678	0.177967586
2.795296154	2.211925962	0.3337123
2.093683002	2.626856174	0.438326164
1.895930111	2.992616243	0.574556992
2.693488168	2.631449453	0.816770816
2.352491691	2.828542593	1.227225916
2.927582226	2.712919186	0.990253935
3.618512625	2.741025338	1.339549437
3.282681502	2.652821902	1.88157431
3.436871478	2.64337874	2.242608006
3.276089959	3.098082356	2.283421243
3.354657544	3.09175942	1.731316075
4.049159034	3.663589253	2.22738822
4.385947946	3.559959673	1.94190748
3.982322922	3.515892362	1.672458291
3.848925794	4.170189171	1.566401208
4.202748157	4.141982791	1.877392906
4.056899459	3.824089511	1.502692615
4.422907166	4.829270128	1.649893109
4.167465817	4.360804675	2.118977564
3.645107354	4.200977467	2.104218629
3.340765887	4.946515613	2.457616148
2.685852296	5.038557213	2.211320175
2.890163819	5.016603362	2.078645074
2.865219344	4.715386083	2.056961862
3.031141174	4.473586639	1.774863447
2.150972938	4.063615217	1.11525581
2.41282614	3.965127632	0.540213704
2.403283313	4.34755396	0.580127654
2.159440766	3.964960505	0.799226167
2.12547768	3.281785554	0.220580974
1.99280899	2.782798489	0.418749187
1.973187512	2.652373048	0.616935013
2.495440606	2.67210973	0.971933109
2.296094118	2.594164537	1.719727789
2.343708854	2.431455405	1.824348012
2.511329638	2.428791603	1.636026031
2.110232255	2.360733642	1.483269458
1.820346324	2.233717973	1.502201632
1.601409688	2.075110887	1.458045609
1.655356302	1.630792265	1.593833339
1.905754367	2.130430626	1.254035277
1.974559396	2.150777453	1.456264489
1.8900422	1.67811682	0.858149114
1.911297627	1.581100249	0.539693489
1.504355565	1.057918526	0.589783317
1.96713485	0.845168888	0.569947586
1.924885794	0.934992482	0.191706823
1.722334898	0.501311353	0.228784692
1.538171656	0.65121084	0.293864965
1.417232176	1.024764845	0.539795514
1.837149164	0.750564823	0.179485126
1.672756002	0.771941994	0.651032944
1.246375287	0.653323498	0.6463789
1.304235662	0.536708072	0.656789726
2.055703176	0.573955843	0.250112629
1.428026096	0.377877335	0.288447628
1.675646647	0.457103625	0.079464559
1.503239216	0.174598318	0.136481495
1.665237992	0.802686879	0.344189844
1.76134955	0.688400337	0.129568101
2.204734711	0.575362195	0.411996964
2.461514102	0.783023887	0.193788412
2.434115317	0.882048743	0.186749991
2.534155433	1.134455326	0.079400946
2.335859529	1.089030211	0.25668603
2.853379503	0.91900836	0.079269869
3.33806949	1.112145156	0.079280841
3.324775034	0.956948995	0.079279876
3.619929398	0.800290502	0.079348729
4.250361875	0.897933171	0.179677392
3.91927527	0.897878098	0.079354382
4.625222938	1.572068144	0.120188806
4.622070612	1.688457878	0.07933986
5.527626385	2.069306545	0.570905485
5.482795183	2.252897392	0.313718205
5.693812595	2.766809457	0.251104003
5.410689068	3.037739777	0.07966631
5.207983558	3.513044893	0.079725593
3.663714961	3.458950048	0.25739502
2.492164725	3.374484753	0.102881514
2.455108894	3.392574225	0.079771656
2.38834556	3.227703414	0.358545694
2.136861292	3.004428097	0.44101376
2.303453852	2.736997617	0.881038445
2.152818581	2.546452963	0.463950139
2.046398022	1.930938784	0.531783326
2.396697795	1.8188368	0.440755397
2.644209711	1.690024452	0.839228737
2.142602797	1.814959039	0.861327651
1.719614982	2.320310691	0.663304114
2.075357803	2.445143384	0.533642063
2.097195549	1.929943024	0.933201923
2.405459812	1.623596467	0.81816413
2.141684294	1.603386866	0.800903796
2.302621226	1.610728177	0.800727431
3.728397962	1.639856824	0.773276965
3.75796763	1.633455479	0.640318926
3.623266514	1.499309012	0.3194084
3.868209209	1.859111758	0.300328847
3.554942192	2.033559754	0.179160864
4.109375158	1.906030588	0.418509677
3.876087317	1.886739177	0.13634669
4.14466379	1.24776229	0.124848938
4.318446455	1.244115784	0.079503055
4.150679708	1.601550832	0.116964216
3.176020761	1.958890147	0.117097891
2.983994122	2.275923424	0.201228181
2.942439032	2.219363457	0.080028029
3.251008919	1.813027384	0.699255286
3.230647578	1.577946517	0.441533475
2.897949598	1.376529809	0.799633232
2.948804899	1.125325369	0.80207464
3.246811473	1.122742134	0.879163043
3.260459426	1.120252933	0.758513508
2.965877785	1.478948934	0.441568845
2.96952072	1.291779026	0.441650173
3.24504937	1.360817429	0.80255209
3.247651103	1.214720064	0.802650822
2.886222976	0.931023086	0.884379458
2.79016466	0.852151625	0.867891437
2.448955538	1.21040421	0.54033484
2.164669905	1.207476936	0.539706441
2.270901588	1.262245554	0.539127043
1.948864638	1.93033562	0.899325597
1.865436443	1.574532508	1.042252961
1.904852176	1.571668501	0.898214071
1.573502942	1.733402399	0.849273762
1.580259523	1.440090377	0.834100339
1.575593141	1.542577972	0.643459137
1.568972276	1.261733776	0.919787137
2.197689709	1.199126387	0.838432827
1.900183932	1.558427227	0.791790506
2.001914773	2.256070763	1.143836464
2.144439473	2.18705025	0.906630286
2.157140691	1.804033145	0.696505409
2.037363164	0.945388074	0.634585749
2.295611145	1.069824276	0.633355388
2.407675742	1.328831064	0.257061033
2.291148832	1.202957469	0.170321609
2.745843911	1.722893016	0.531145245
2.507012057	1.688760594	0.53059065
2.314643215	1.453294909	0.530054909
2.886333836	1.5188995	0.442412723
2.210400346	1.519853465	0.442139036
1.910328364	1.628605213	0.441877826
2.001984329	2.111854913	0.602702513
1.696210296	2.26632325	1.050405639
1.58900353	2.275149414	1.252149023
2.051489435	2.473508797	0.944441271
1.943631874	2.354281754	0.845100382
2.598023834	2.348169578	0.953412719
2.633867885	2.187297898	0.591234732
2.353260259	2.094310419	0.440554579
2.0827531	1.862103742	0.642748671
2.250014362	2.308765216	0.585483037
2.057445864	2.513457115	0.439999619
2.282384913	2.642880637	0.626281831
2.607910538	2.001764648	0.450067933
2.502606102	2.089619179	0.929553806
2.908618324	2.085771856	0.67875153
3.278584532	2.803691146	0.439541051
3.088385193	3.050755806	0.439632024
2.949060101	3.033302694	0.578544976
3.057573419	2.99207347	0.480617807
2.898946284	2.808195532	0.617438646
3.110245922	3.030193487	0.641489342
3.19503497	3.182927197	0.19040894
3.168513581	3.139607652	0.078751459
3.44394843	2.934894914	0.078835362
3.419844673	2.639844409	0.078903828
3.99585516	2.63459367	0.078940037
4.19057421	2.75319301	0.078975548
3.960660766	2.722369374	0.07902067
3.936703165	2.434886689	0.281433588
3.781985546	2.443500648	0.28298835
3.198660895	2.228015382	0.243370967
3.34232572	1.521250203	0.272809893
3.295483054	1.463900312	0.079188918
3.367800987	1.561473531	0.694760744
3.645357753	1.8195696	0.49998333
3.216800895	1.862460359	0.526523226
2.876774283	1.713275677	0.683853292
2.852342788	1.98925512	0.158823042
3.125335996	1.649681122	0.187928806
2.667164912	2.005917165	0.078015032
2.327286606	2.398916907	0.374350031
2.394980446	2.563164568	0.150748732
2.420948533	2.276135472	0.151925687
2.595608821	2.563327962	0.077031412
2.454476132	2.403680009	0.076810287
2.792485354	2.798129914	0.158258668
2.876539836	2.716403542	0.247041492
2.525503461	2.63428687	0.093351235
3.020837104	2.304400921	0.075982261
3.36905126	2.95566177	0.07579269
3.25893221	2.882864795	0.075604712
3.397508612	3.068718773	0.239915641
2.631163335	2.691477796	0.436862204
2.568984033	3.194244128	0.489183496
2.817457111	2.906841073	0.47968263
2.394267884	2.631056346	0.436352937
3.191688353	2.773279227	0.436195074
3.527162642	2.724108118	0.4360442
3.30525444	1.80854601	0.435896032
2.91559234	1.822842425	0.607371568
2.701298771	1.585084988	0.395828789
2.587011232	1.14935667	0.182486832
3.205586519	0.952072496	0.074169047
2.814739794	0.865359053	0.074119864
2.821374913	1.328528318	0.074064073
2.90280459	1.296233287	0.074045461
2.858862529	1.319956381	0.21052511
3.332706844	1.184666721	0.074012964
3.11875202	1.346468516	0.074054697
3.465217459	1.569238868	0.074051553
3.267762516	2.024148208	0.074092119
3.188226495	1.95428589	0.226927751
3.38761517	1.967070769	0.345655947
3.276943439	1.750970294	0.075387138
3.16198775	1.522800722	0.277864181
3.164443366	1.874195251	0.217405704
3.150501745	1.655010494	0.278113224
2.634296238	1.184341665	0.159396494
2.600115359	1.060102879	0.076118003
2.547804612	1.19047108	0.398301007
2.518786399	1.352817896	0.119458119
2.978410524	1.088003277	0.076286432
2.74975104	1.049721272	0.33654299
2.268417225	0.898456391	0.076424964
2.512134418	0.872609416	0.247974307
