W1	W2	W3	W4	W5	W6	W7	W8	W9	W10	W11	W12	W13	W14	W15	W16	W17	W18	W19	W20	W21	W22	W23	W24	W25	W26	W27	W28	W29	W30	W31	W32	W33	W34	W35	W36	W37	W38	W39	W40	W41	W42	W43	W44	W45	W46	W47	W48	W49	W50	W51	W52	W53	W54	W55	W56	W57	W58	W59	W60	I1	I2	I3	I4	I5	I6	I7	I8	I9	I10	I11	I12	I13	I14	I15	I16	I17	I18	I19	I20	I21	I22	I23	I24	I25	I26	I27	I28	I29	I30	I31	I32	I33	I34	I35	I36	I37	I38	I39	I40	I41	I42	I43	I44	I45	I46	I47	I48	I49	I50	I51	I52	I53	I54	I55	I56	I57	I58	I59	I60	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12	S13	S14	S15	S16	S17	S18	S19	S20	S21	S22	S23	S24	S25	S26	S27	S28	S29	S30	S31	S32	S33	S34	S35	S36	S37	S38	S39	S40	S41	S42	S43	S44	S45	S46	S47	S48	S49	S50	S51	S52	S53	S54	S55	S56	S57	S58	S59	S60
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.172968511	0	0	0	0	0	0	0	0	0	0	0	0	1.729012806	0	0	0	0	0	0	0	0	0	0	0	2.685581794	0	0	0	0	0	21.75	0	0	0	0	0	0	0	0	0	0	0	0	0	21.75	0	0	21.75	0	0	0	0	21.75	0	0	0	0	0	0	0	0	0	0	0	0	0	21.75	0	13.81879737	0	0	0	0	0	21.75	0	5.085905279	0	0	0	0	0	0	0	0	0	0	0	0	3.196527263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.75	0	0	0	0	0	0	0	0	0	0	0	21.75	0	21.75	0	0	0	0	0	0	0	0	21.75	21.75	0	0	0	0	0	0	0	0	0	0	8.24129813	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.116302484	0	0	0	0	0	0	0	0	0	0	0	0.112836532	0	0	0	21.75	0	21.75	0	0	0	0	0	0	0	0	0	0	0	0	0	21.75	0	0	21.75	0	0	0	0	21.75	0	0	0	0	0	0	0	0	0	0	0	0	0	21.75	0	0.117768868	0	0	0	0	0	21.75	0	0.11897838	0	0	0	0	0	0	0	0	0	0	0	0	11.04024979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.75	0	0	0	0	0	0	0	0	0	0	0	21.75	0	21.75	0	0	0	0	0	0	0	0	21.75	21.75	0	0	0	0	0	0	0	0	0	0	0.112463648	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.116566054	0	0	0	0	0	0	0	0	0	0	0	0.113176956	0	0	0	21.75	0	21.75	0	0	0	0	0	0	0	0	0	0	0	0	0	21.75	0	0	21.75	0	0	0	0	21.75	0	0	0	0	0	0	0	0	0	0	0	0	0	21.75	0	0	0	0	0	0	0	21.75	0	0.119204259	0	0	0	0	0	0	0	0	0	0	0	0	0.120324491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.75	0	0	0	0	0	0	0	0	0	0	0	21.75	0	21.75	0	0	0	0	0	0	0	0	21.75	0	0	0	0	0	0	0	0	0	0	0	0.112706545	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.116822656	0	0	0	0	0	0	0	0	0	0	0	21.75	0	0	0	21.75	0	21.75	0	0	0	0	0	0	0	0	0	0	0	0	0	21.75	0	0	21.75	0	0	0	0	21.75	0	0	0	0	0	0	0	0	0	0	0	0	0	21.75	0	0	0	0	0	0	0	21.75	0	0.119424453	0	0	0	0	0	0	0	0	0	0	0	0	0.120401195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.75	0	0	0	0	0	0	0	0	0	0	0	21.75	0	21.75	0	0	0	0	0	0	0	0	21.75	0	0	0	0	0	0	0	0	0	0	0	0.112942244	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.117072592	0	0	0	0	0	0	0	0	0	0	0	21.75	0	0	21.75	21.75	0	21.75	0	0	0	0	0	0	0	0	0	0	0	0	0	21.75	0	0	21.75	0	0	0	0	21.75	0	0	0	0	0	0	0	0	0	0	0	0	0	21.75	0	0	0	0	0	0	0	21.75	0	0.11963919	0	0	0	0	0	0	0	0	0	0	0	0	0.120481677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.75	0	0	0	0	0	0	0	0	0	0	0	21.75	0	21.75	0	0	0	0	0	0	0	0	21.75	0	0	0	0	0	0	0	0	0	0	0	0.113171061	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.117316149	0	0	0	0	0	0	0	0	0	0	0	21.75	0	0	21.75	21.75	0	21.75	0	0	0	0	0	0	0	0	0	0	0	0	0	21.75	0	0	21.75	0	0	0	0	21.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.120563728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.75	0	0	0	0	0	0	0	0	0	0	0	21.75	0	21.75	0	0	0	0	0	0	0	0	21.75	0	0	0	0	0	0	0	0	0	0	0	0.113393295	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.75	0	0	12.3265158	21.75	0	21.75	0	0	0	0	0	0	0	0	0	0	0	0	0	21.75	0	0	21.75	0	0	0	0	21.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.120647181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.75	0	0	0	0	0	0	0	0	0	0	0	21.75	0	21.75	0	0	0	0	0	0	0	0	21.75	0	0	0	0	0	0	0	0	0	0	0	0.113609231	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.75	0	0	1.477357482	21.75	0	21.75	0	0	0	0	0	0	0	0	0	0	0	0	0	21.75	0	0	21.75	0	0	0	0	21.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.120725339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.75	0	0	0	0	0	0	0	0	0	0	0	0	0	21.75	0	0	0	0	0	0	0	0	21.75	0	0	0	0	0	0	0	0	0	0	0	0.113819137	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.75	0	0	0.092919132	21.75	0	21.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.75	0	0	0	0	21.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.120804878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.75	0	0	0	0	0	0	0	0	0	0	0	0	0	21.75	0	0	0	0	0	0	0	0	21.75	0	0	0	0	0	0	0	0	0	0	0	0.11402327	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.75	0	0	0.093077995	21.75	0	21.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.75	0	0	0	0	21.75	0	0	0	0	0	0	0	0	0	0.120885649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.75	0	0	0	0	0	0	0	0	0	0	0	0	0	21.75	0	0	0	0	0	0	0	0	21.75	0	0	0	0	0	0	0	0	0	0	0	0.114221872	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.75	0	0	0	21.75	0	14.72382501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.29846162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.42279547	0	0	0	0	21.75	0	0	0	0	0	0	0	0	0	0.120967459	21.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.07702729	0	0	0	0	0	0	0	0	0	0	0	0	0	18.25864903	0	0	0	0	0	0	0	0	21.75	0	0	0	0	0	0	0	0	0	0	0	0.114415174	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.75	0	0	0	15.38223654	0	6.696104796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.675054804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.729500471	0	0	0	0	21.75	0	0	0	0	0	0	0	0	0	21.75	21.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.789196488	0	0	0	0	0	0	0	0	0	0	0	0	0	6.633293889	0	0	0	0	0	0	0	0	9.608672117	0	0	0	0	0	0	0	0	0	0	0	0.114603396	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.75	0	0	0	6.736038243	0	6.646142056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.623069659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.674672679	0	0	0	0	21.75	0	0	0	0	0	0	0	0	0	21.75	21.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.731287595	0	0	0	0	0	0	0	0	0	0	0	0	0	6.579538964	0	0	0	0	0	0	0	0	6.91689789	0	0	0	0	0	0	0	0	0	0	0	0.114786744	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.39452176	0	0	0	6.688042285	0	6.598144746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.573106006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.621977441	0	0	0	0	21.75	0	0	0	21.75	0	0	0	0	0	0	21.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.675639632	0	0	0	0	0	0	0	0	0	0	0	0	0	6.527844193	0	0	0	0	0	0	0	0	6.857773587	0	0	0	0	0	0	0	0	0	0	0	0.114965416	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.784471086	0	0	0	6.641930283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.525086824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.571333454	0	0	0	0	21.75	0	0	0	21.75	0	0	0	0	0	0	21.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.622124391	0	0	0	0	0	0	0	0	0	0	0	0	0	6.478130381	0	0	0	0	0	0	0	0	6.690973723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.737332954	0	0	0	6.597629644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.478935682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.522660168	0	0	0	0	21.75	0	0	0	21.75	0	0	0	0	0	0	21.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.570653926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.637035608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.69204182	0	0	0	6.55507057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.475880562	0	0	0	0	21.75	0	0	0	21.75	0	0	0	0	0	0	21.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.521149644	0	0	0	0	0	0	0	0	0	0	0	0	11.21300237	0	0	0	0	0	0	0	0	0	6.585159854	0	0	0	0	0	0	0	21.75	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.648526518	0	0	0	6.514185955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.430922093	0	0	0	0	21.75	0	0	0	21.75	0	0	0	0	0	0	21.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.47353598	0	0	0	0	0	0	0	0	0	0	0	0	0.117571301	0	0	0	0	0	0	0	0	0	6.535267188	0	0	0	0	0	0	0	21.75	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.606718629	0	0	0	6.474911276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.387714584	0	0	0	0	21.75	0	0	0	21.75	0	0	0	0	0	0	21.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.427736379	0	0	0	0	0	0	0	0	0	0	0	0	0.11766015	0	0	0	0	0	0	0	0	0	6.48727749	0	0	0	0	0	0	0	21.75	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.566552366	0	0	0	6.437184501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.34619208	0	0	0	0	20.68493273	0	0	0	21.75	0	0	0	0	0	0	21.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.382974495	0	0	0	0	0	0	0	0	0	0	0	0	0.117746952	0	0	0	0	0	0	0	0	0	6.441117604	0	0	0	0	0	0	0	21.75	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.527964481	0	0	0	6.400945986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.597325387	0	0	0	0	0	0	0	0	6.306292262	0	0	0	0	6.926009776	0	0	2.649523976	21.75	0	0	0	0	0	0	20.27218303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.340623339	0	0	0	0	0	0	0	0	0	0	0	0	0.11752868	0	0	0	0	0	0	0	0	0	6.396717193	0	0	0	0	0	0	0	21.75	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.490894162	0	0	0	6.366138386	0	16.86072921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.122296643	0	0	0	0	0	0	0	0	6.267951759	0	0	0	0	6.868335067	0	0	0.12055755	21.75	0	0	0	0	0	0	6.952949769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.300602381	0	0	0	0	0	0	0	0	0	0	0	0	0.11732003	0	0	0	0	0	0	0	0	0	6.35400863	0	0	0	0	0	0	0	21.75	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.45528294	0	0	0	6.332706566	0	0.107375653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.122405009	0	0	0	0	0	0	0	0	6.231111157	0	0	0	0	6.812898373	0	0	0.12071171	21.75	0	0	0	0	0	0	6.895726433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.262104461	0	0	0	0	0	0	0	0	0	0	0	0	0.117120522	0	0	0	0	0	0	0	0	0	6.31292733	0	0	0	0	0	0	0	21.75	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.300597517	0	0.107149818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.122512089	0	0	0	0	0	0	0	0	6.195715285	0	0	0	0	6.759616089	0	0	0.120862576	21.75	0	0	0	0	0	0	6.840719554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.117249202	0	0	0	0	0	0	0	0	0	6.27341098	0	0	0	0	0	0	0	21.75	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.26976027	0	0.106959889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.122617961	0	0	0	0	0	0	0	0	6.161712199	0	0	0	0	6.708408932	0	0	0.12101033	8.253400276	0	0	0	0	0	0	6.787847468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.117374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.75	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.240145825	0	0.106803507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.122722646	0	0	0	0	0	0	0	0	6.12904808	0	0	0	0	6.659196794	0	0	0.121155094	6.923499502	0	0	0	0	0	0	6.73702778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.117495095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.75	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.01350038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.106678449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.122826168	0	0	0	0	0	0	0	0	6.097671395	0	0	0	0	0	0	0	0.121296984	6.869432509	0	0	0	0	0	0	6.688181485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.117612659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.36306188	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.930511592	0	0	0	0	0	0	0	0	0	1.999793998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.106582458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.122928547	0	0	0	0	0	0	0	0	6.067532383	0	0	0	0	0	0	0	0.121436109	6.817465323	0	0	0	0	0	0	6.641232405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.117726857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.659741348	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.87389022	0	0	0	0	0	0	0	0	0	0.118975035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.106513577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.123029802	0	0	0	0	0	0	0	0	6.038583199	0	0	0	0	0	0	0	0.121572572	6.76751689	0	0	0	0	0	0	6.596107299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.117837844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.598303389	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.81947566	0	0	0	0	0	0	0	0	0	0.119130618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.106469956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.123129958	0	0	0	0	0	0	0	0	6.010778272	0	0	0	0	0	0	0	0.121706479	6.721370471	0	0	0	0	0	0	6.552736177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.117945721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.537716855	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.767183013	0	0	0	0	0	0	0	0	0	0.119264942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.106449861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.123229034	0	0	0	0	0	0	0	0	5.984073357	0	0	0	0	0	0	0	0.121837921	6.677019747	0	0	0	0	0	0	6.511051317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.118030313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.47944475	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.696407165	0	0	0	6.716929784	0	0	0	0	0	0	0	0	0	0.119397157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.106451646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.123327079	0	0	0	0	0	0	0	0	5.958428079	0	0	0	0	0	0	0	0.121967019	6.634397549	0	0	0	0	0	0	6.470989773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.118112867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.122818189	0	0	0	6.668637308	0	0	0	0	0	0	0	0	0	0.119527326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.106473776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12342411	0	0	3.679667493	0	0	0	0	0	5.933801683	0	0	0	0	0	0	0	0.122093858	6.593437359	0	0	0	0	0	0	6.434526497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.118193473	0	0	0	0	21.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
