El. Winter	El. Intermediate	El. Summer
0.66995	0.3704	0.25695
0.646183333	0.3743	0.256716667
0.605016667	0.373016667	0.295933333
0.6039	0.35535	0.324316667
0.603166667	0.35665	0.371983333
0.601833333	0.3635	0.3698
0.612616667	0.349633333	0.4254
0.61135	0.343733333	0.383833333
0.61865	0.392066667	0.38855
0.6184	0.3968	0.35685
0.657116667	0.4052	0.389
0.592733333	0.410016667	0.37265
0.63805	0.4096	0.373516667
0.579783333	0.404616667	0.366283333
0.5664	0.404133333	0.367516667
0.61065	0.402366667	0.401433333
0.61165	0.394733333	0.398183333
0.635083333	0.423033333	0.4716
0.641633333	0.426333333	0.528783333
0.621483333	0.429633333	0.5649
0.61105	0.434666667	0.4814
0.6312	0.433366667	0.5104
0.636933333	0.429033333	0.439916667
0.670416667	0.469766667	0.42915
0.6761	0.379083333	0.399783333
0.672666667	0.379566667	0.400333333
0.635916667	0.411633333	0.313566667
0.674333333	0.421583333	0.322483333
0.672616667	0.426866667	0.324566667
0.670266667	0.421866667	0.27925
0.689033333	0.4202	0.359566667
0.677516667	0.457716667	0.359566667
0.641716667	0.462116667	0.39565
0.663416667	0.465616667	0.367933333
0.6573	0.465516667	0.367383333
0.660433333	0.457716667	0.286433333
0.666533333	0.424833333	0.287866667
0.544083333	0.3894	0.293266667
0.563133333	0.376366667	0.2672
0.530516667	0.384566667	0.263616667
0.484383333	0.29125	0.266283333
0.463233333	0.298716667	0.232383333
0.43575	0.304833333	0.2731
0.438733333	0.30505	0.264083333
0.477033333	0.300833333	0.2554
0.472633333	0.292183333	0.3256
0.473983333	0.288733333	0.32525
0.5002	0.3743	0.317483333
0.542583333	0.374216667	0.2877
0.631383333	0.35195	0.281816667
0.627133333	0.350866667	0.28025
0.638966667	0.40405	0.374233333
0.6501	0.412766667	0.375816667
0.65015	0.41285	0.349716667
0.6644	0.407483333	0.31375
0.63705	0.413166667	0.31305
0.646566667	0.417116667	0.3503
0.662816667	0.420833333	0.419716667
0.668766667	0.4288	0.417416667
0.6754	0.467033333	0.4024
0.671966667	0.57525	0.4548
0.75515	0.57895	0.4269
0.76155	0.506983333	0.409733333
0.691416667	0.500033333	0.386033333
0.56955	0.491083333	0.382583333
0.585716667	0.4962	0.328516667
0.611983333	0.502616667	0.32875
0.646183333	0.492933333	0.344633333
0.770916667	0.501533333	0.397983333
0.68825	0.58425	0.42715
0.7049	0.575616667	0.4063
0.579233333	0.57745	0.406416667
0.583566667	0.535116667	0.406283333
0.6075	0.5631	0.417383333
0.605583333	0.557866667	0.384433333
0.658333333	0.555516667	0.38395
0.637833333	0.526133333	0.32235
0.603583333	0.5527	0.38715
0.601583333	0.558116667	0.423133333
0.55525	0.5557	0.45845
0.561933333	0.49645	0.368
0.54575	0.48415	0.327566667
0.600216667	0.486783333	0.298483333
0.602183333	0.48795	0.2904
0.5996	0.4802	0.298666667
0.572983333	0.511516667	0.302866667
0.571166667	0.479683333	0.336466667
0.525116667	0.502583333	0.419483333
0.498566667	0.4692	0.369466667
0.50165	0.473816667	0.295983333
0.494516667	0.5109	0.26905
0.491966667	0.448	0.305166667
0.469083333	0.4471	0.302066667
0.469733333	0.41525	0.302533333
0.475416667	0.407433333	0.258916667
0.482783333	0.406983333	0.2037
0.468283333	0.484533333	0.208316667
0.511516667	0.4991	0.218333333
0.498133333	0.496133333	0.264516667
0.542416667	0.458333333	0.270733333
0.5427	0.435583333	0.374566667
0.536416667	0.435816667	0.351883333
0.499166667	0.40425	0.349833333
0.50325	0.431083333	0.321566667
0.617133333	0.491716667	0.307566667
0.693933333	0.567133333	0.309733333
0.717966667	0.583583333	0.317633333
0.70535	0.5761	0.306416667
0.707583333	0.651766667	0.3132
0.687383333	0.593716667	0.313633333
0.775533333	0.570016667	0.30975
0.787866667	0.378583333	0.321216667
0.779833333	0.392966667	0.391016667
0.785383333	0.3835	0.395766667
0.785583333	0.487383333	0.470866667
0.816416667	0.490266667	0.395016667
0.852083333	0.495983333	0.47665
0.867566667	0.595666667	0.459433333
0.8209	0.596533333	0.501066667
0.783383333	0.616766667	0.472733333
0.81355	0.510416667	0.479566667
0.862566667	0.529766667	0.391633333
0.914083333	0.523916667	0.383116667
0.91575	0.521766667	0.387533333
0.832033333	0.550833333	0.420366667
0.811316667	0.527183333	0.440583333
0.793566667	0.5108	0.4688
0.840766667	0.54255	0.466483333
0.836516667	0.544216667	0.525383333
0.753566667	0.572366667	0.574983333
0.724616667	0.549116667	0.55785
0.739783333	0.564733333	0.599883333
0.76545	0.558583333	0.583783333
0.731216667	0.597466667	0.522733333
0.685066667	0.5595	0.4801
0.718633333	0.5595	0.479
0.760633333	0.577533333	0.509116667
0.81125	0.685266667	0.532783333
0.793616667	0.753316667	0.53365
0.801816667	0.9589	0.538183333
0.8324	0.9222	0.4991
0.910133333	0.877616667	0.4989
0.878833333	0.7388	0.496033333
0.829383333	0.700733333	0.46855
0.945133333	0.65145	0.535
0.965866667	0.655933333	0.551466667
0.991283333	0.731683333	0.569533333
0.884383333	0.736016667	0.566166667
0.866033333	0.80845	0.59055
0.834633333	0.7743	0.4996
0.847966667	0.8128	0.464766667
0.8956	0.8697	0.477916667
0.8515	0.889666667	0.479883333
0.869216667	0.820283333	0.587866667
0.87105	0.820066667	0.634333333
0.914983333	0.806216667	0.648366667
0.937916667	0.758366667	0.625966667
0.999933333	0.7099	0.70645
1.00635	0.704916667	0.62595
1.04275	0.7009	0.54035
0.898666667	0.728883333	0.397716667
0.886416667	0.755716667	0.413366667
0.969516667	0.73325	0.396966667
0.965033333	0.740283333	0.424583333
0.95795	0.704433333	0.465166667
1.082366667	0.7821	0.473383333
1.129216667	0.7495	0.448116667
1.071333333	0.759966667	0.514066667
0.934766667	0.711216667	0.574516667
0.893733333	0.71155	0.539483333
0.865266667	0.727783333	0.529083333
0.813583333	0.705916667	0.556816667
0.823016667	0.6987	0.5726
0.809716667	0.66225	0.574666667
0.89735	0.598233333	0.557966667
0.908133333	0.611266667	0.542883333
1.009083333	0.632933333	0.5389
1.044283333	0.660483333	0.575516667
1.091066667	0.9351	0.573566667
1.0257	1.021283333	0.59645
0.990466667	1.026866667	0.629733333
1.01945	0.716916667	0.713116667
1.050583333	0.65875	0.704283333
1.041933333	0.72555	0.669483333
0.987683333	0.701966667	0.625716667
0.975616667	0.7535	0.628633333
0.971366667	0.668033333	0.695166667
0.952533333	0.656416667	0.701083333
1.01345	0.654666667	0.70505
0.975483333	0.686166667	0.652416667
1.013716667	0.680783333	0.6145
1.025966667	0.634833333	0.61705
1.020366667	0.6223	0.620183333
0.954333333	0.63105	0.606166667
0.862833333	0.6383	0.6202
0.860116667	0.644733333	0.622016667
0.799466667	0.6463	0.661283333
0.8382	0.660733333	0.690683333
0.8188	0.65915	0.6837
0.865366667	0.61965	0.669966667
0.873516667	0.60055	0.743266667
0.955666667	0.6027	0.697983333
0.9555	0.629783333	0.60015
0.912366667	0.6243	0.601083333
0.940316667	0.662066667	0.691433333
0.903633333	0.6983	0.736316667
0.903266667	0.69595	0.71505
0.845233333	0.7764	0.691483333
0.775183333	0.780333333	0.659633333
0.83095	0.807533333	0.65785
0.8585	0.75935	0.6573
0.899416667	0.718883333	0.64475
0.90735	0.676516667	0.676716667
0.889033333	0.7105	0.636666667
1.173	0.70875	0.657716667
1.174866667	0.761133333	0.62835
1.20375	0.819466667	0.626283333
0.969066667	0.850983333	0.6515
0.97405	0.726733333	0.763016667
0.9373	0.693666667	0.8091
0.9057	0.90475	0.66765
0.977916667	0.95575	0.60205
0.9702	0.969066667	0.777383333
1.002883333	0.743816667	0.79995
0.987683333	0.699183333	0.7785
1.118466667	0.6683	0.614133333
1.123883333	0.7324	0.605283333
1.159183333	0.773616667	0.678816667
1.243283333	0.81295	0.723316667
1.257466667	0.735616667	0.720883333
1.228383333	0.779583333	0.733166667
1.349766667	0.73895	0.741716667
1.312583333	0.737183333	0.774066667
1.313633333	0.80535	0.789383333
1.344716667	0.809316667	0.77475
1.305333333	0.803966667	0.817066667
1.316916667	0.73905	0.812516667
1.18295	0.76905	0.746783333
1.1741	0.770916667	0.8818
1.250533333	0.822916667	0.90035
1.2856	0.87125	0.92555
1.134316667	0.8694	0.711233333
1.159933333	0.833183333	0.6927
1.243233333	0.720783333	0.66715
1.2078	0.822583333	0.746116667
1.134866667	0.817783333	0.761066667
1.117266667	0.812583333	0.760233333
1.04445	0.789816667	0.6533
1.040583333	0.793333333	0.6333
1.02045	0.795416667	0.695283333
1.025366667	0.76395	0.6935
1.06065	0.8466	0.612583333
1.108266667	0.830316667	0.639316667
1.107766667	0.822216667	0.6325
1.064216667	0.832483333	0.574683333
1.023783333	0.838183333	0.532233333
0.985883333	0.81965	0.55125
1.0334	0.782083333	0.5417
1.04155	0.862966667	0.548316667
1.078633333	0.8492	0.560516667
1.0319	0.775233333	0.586033333
1.021783333	0.930466667	0.5988
1.052716667	0.9297	0.558016667
1.034833333	0.96125	0.610266667
1.031133333	1.0289	0.61735
1.00415	1.06645	0.5632
1.03475	1.083066667	0.549883333
1.0446	0.946633333	0.593916667
1.1563	1.0711	0.58675
1.24865	1.08445	0.648316667
1.226033333	1.121266667	0.682516667
1.2835	1.270566667	0.675283333
1.33035	1.2554	0.730283333
1.283883333	1.305166667	0.685733333
1.340683333	1.080766667	0.679833333
1.376466667	1.0799	0.698166667
1.411	1.089333333	0.667766667
1.587566667	1.137233333	0.691316667
1.608083333	1.221383333	0.6734
1.56885	1.246916667	0.675283333
1.3907	1.144833333	0.6337
1.398516667	1.16585	0.643016667
1.36625	1.155466667	0.65115
1.385666667	1.169133333	0.6216
1.375216667	1.13225	0.600316667
1.351566667	1.134766667	0.633233333
1.331366667	1.135833333	0.695466667
1.273233333	1.099816667	0.893166667
1.140416667	1.0484	0.829866667
1.215716667	1.102783333	0.764666667
1.208433333	1.045016667	0.560316667
1.202583333	1.048266667	0.717733333
1.0988	1.003266667	0.821966667
1.12885	0.976633333	0.830733333
1.1505	0.972133333	0.673283333
1.082783333	0.982566667	0.832966667
1.13735	0.98275	0.84775
1.209933333	0.961666667	0.9007
1.176016667	0.879983333	0.8045
1.198433333	0.914283333	0.862883333
1.1508	0.986666667	0.90565
1.134933333	0.985983333	0.882916667
1.049516667	1.035433333	0.776266667
1.047966667	1.0108	0.694366667
1.025583333	1.020966667	0.692166667
1.160366667	1.038733333	0.694466667
1.208183333	1.01295	0.696333333
1.192183333	0.994533333	0.75195
1.201766667	0.9601	0.702816667
1.177283333	0.95585	0.76915
1.14785	0.9884	0.694483333
1.16035	0.996083333	0.769683333
1.280583333	1.046516667	0.812266667
1.332666667	1.007016667	0.8049
1.330616667	0.995383333	0.784316667
1.226533333	0.994716667	0.741783333
1.226983333	1.000783333	0.76635
1.245033333	0.977316667	0.716
1.171816667	0.929433333	0.723866667
1.186916667	0.922733333	0.731833333
1.124233333	0.917816667	0.773966667
1.236	0.871133333	0.814633333
1.3189	0.88085	0.887216667
1.308983333	0.94935	0.97645
1.215966667	1.007333333	0.971166667
1.173483333	0.9262	0.904883333
1.2386	0.954133333	0.88535
1.155883333	0.9526	0.87245
1.1341	0.9432	0.883333333
1.080116667	0.855533333	0.96515
1.093533333	0.879816667	0.9817
1.12985	0.907833333	1.0557
1.310566667	0.899933333	0.99635
1.30485	0.896333333	1.043616667
1.3651	0.894133333	0.996466667
1.21645	0.872566667	1.0037
1.242366667	0.985416667	0.978483333
1.201566667	0.975783333	0.975133333
1.174333333	0.954966667	0.982983333
1.146366667	0.861166667	1.025233333
1.155	0.9152	1.067666667
1.067883333	0.9226	0.995716667
0.984483333	0.9579	0.910433333
0.992183333	0.94955	0.89135
0.951966667	0.90665	1.073083333
0.979666667	0.878483333	1.039716667
0.913433333	0.894233333	1.0604
0.921716667	0.900633333	0.843483333
0.91625	0.9995	0.8207
0.87125	1.0065	0.837133333
0.863333333	1.010166667	0.98685
0.901816667	1.048583333	0.995416667
0.882333333	1.068	0.968183333
0.8483	1.048766667	0.942633333
0.937283333	1.037166667	0.944116667
0.964716667	1.06735	0.945116667
0.9581	0.957	0.983566667
1.0025	0.973966667	0.989266667
1.129333333	0.974066667	0.958116667
1.145583333	0.980616667	0.92965
1.21905	0.961733333	0.96755
1.174	0.9265	0.9319
1.349216667	0.926183333	0.965
1.321566667	0.935733333	0.9069
1.32755	0.991616667	0.917133333
1.166416667	1.13635	0.960583333
1.130916667	1.122183333	0.953283333
1.096266667	1.12245	0.945966667
1.1335	1.009316667	0.955866667
1.143433333	1.005083333	1.009766667
1.1099	1.039383333	0.943283333
1.130416667	1.03745	0.9213
1.107216667	1.104183333	0.917183333
1.16005	1.031183333	0.931883333
1.250716667	0.976633333	0.89205
1.344733333	0.938016667	0.942616667
1.268583333	0.948633333	0.954533333
1.252483333	0.96125	1.09765
1.08285	0.931333333	1.128033333
1.122066667	1.097116667	1.096016667
1.153733333	1.086366667	0.941116667
1.159033333	1.11095	0.9464
1.08635	0.93955	1.0332
1.021916667	0.97345	0.964133333
1.04865	0.9282	1.0617
1.179283333	0.928316667	1.0394
1.1752	0.942516667	1.048716667
1.177533333	0.95175	1.0322
1.03645	0.910433333	1.251966667
0.990183333	0.917933333	1.368833333
0.96015	0.989983333	1.3036
0.92665	0.983216667	1.139233333
1.076483333	0.98605	1.0025
1.078	1.134383333	1.0146
1.03795	1.168633333	1.029383333
0.901783333	1.16825	0.97295
0.957933333	1.18905	1.022416667
0.929666667	1.16875	1.02415
0.892466667	1.199733333	1.009516667
0.89285	1.162683333	0.934633333
0.892333333	1.1725	0.916716667
0.916366667	1.1579	0.913716667
1.002116667	1.189466667	0.947083333
1.047866667	1.163933333	0.944383333
1.000066667	1.122966667	0.994333333
0.9687	1.1051	1.24115
1.059583333	1.116733333	1.289516667
1.09295	1.166233333	1.4149
1.274183333	1.154483333	1.344433333
1.090816667	1.162066667	1.346233333
1.08665	1.138766667	1.1753
0.907183333	1.140266667	1.073166667
0.865	1.1424	1.064683333
0.87185	1.029	1.056516667
0.869583333	1.025916667	1.137966667
0.87975	1.06915	1.1578
0.855416667	1.109483333	1.072483333
0.864483333	1.081966667	1.1958
0.865133333	1.074066667	1.17895
0.973533333	1.15775	1.139866667
1.014133333	1.071183333	1.355483333
1.0035	1.059666667	1.340616667
0.971116667	1.058533333	1.38255
0.944983333	1.2011	0.995716667
0.973466667	1.2027	1.022083333
0.971	1.219666667	0.984733333
1.009	1.074133333	1.009666667
0.999683333	1.019283333	0.931366667
1.0456	1.030683333	0.91455
1.009983333	1.1709	0.885466667
0.998116667	1.1456	0.883766667
1.025983333	1.18155	0.97115
1.0895	1.044466667	1.00605
1.149116667	1.086133333	1.0258
1.099916667	1.080783333	1.07425
1.1558	1.105166667	1.040533333
1.131966667	1.08305	1.075183333
1.1659	1.081533333	1.041666667
1.127833333	1.041666667	1.0796
1.06665	0.997533333	1.07165
1.105266667	1.014916667	1.156866667
1.14685	1.014816667	1.0888
1.120416667	1.10325	1.0908
1.1128	1.1064	1.0338
1.0942	1.158333333	0.9861
1.142216667	1.073933333	1.233483333
1.135883333	1.03915	1.24815
1.15095	1.188916667	1.237433333
1.2161	1.2409	1.22905
1.189133333	1.371533333	1.21225
1.191716667	1.330516667	1.258283333
1.068566667	1.3619	1.098733333
1.060016667	1.181233333	1.095016667
1.091716667	1.21035	0.986566667
1.106533333	1.2181	0.9282
1.117966667	1.258033333	0.875633333
1.133483333	1.18355	0.87695
1.239266667	1.2817	0.83835
1.267	1.166966667	0.8619
1.22205	1.179083333	0.86655
1.044316667	1.11775	0.879766667
0.989083333	1.115583333	0.836666667
1.106283333	1.132716667	0.845633333
1.18195	1.130766667	0.85045
1.196816667	1.1652	0.897683333
1.027866667	1.344833333	0.860433333
0.995683333	1.35055	0.860883333
1.0055	1.2272	0.8519
1.0085	1.047133333	0.891983333
0.997733333	1.026483333	1.110583333
1.024766667	1.029566667	1.087433333
1.0751	0.951483333	1.141716667
1.0624	0.911366667	0.9729
1.134383333	0.862016667	0.920216667
1.170416667	0.86335	1.143016667
1.160633333	0.868633333	1.151516667
1.165466667	0.87875	1.14045
1.119116667	0.903216667	1.021733333
1.080916667	0.89235	1.133933333
0.971766667	0.932383333	1.112816667
0.973533333	0.904283333	1.137266667
0.9969	0.890766667	1.038716667
1.032216667	0.90405	1.007366667
1.027	0.908516667	0.9788
0.978683333	0.911983333	1.037016667
0.937883333	0.859433333	1.040183333
0.969466667	0.929066667	1.07375
0.95055	1.016466667	1.0313
0.954483333	1.02135	1.042916667
0.9341	0.988166667	0.912166667
0.929216667	0.858833333	0.905483333
0.979866667	0.977683333	0.89145
0.972516667	0.972783333	0.892683333
0.9636	1.014716667	0.891233333
0.947766667	1.0359	0.838233333
0.990733333	0.994933333	0.9248
0.972583333	0.974533333	0.911183333
0.948533333	0.851416667	0.895816667
0.926216667	0.98255	0.857566667
0.959916667	0.9649	0.997833333
0.981983333	0.976233333	0.899533333
1.23265	0.878433333	0.9361
1.2928	0.867483333	0.801466667
1.2635	0.882733333	0.874766667
1.054533333	0.8397	0.844216667
1.04935	0.823966667	1.1619
1.056766667	0.830966667	1.195483333
1.0489	0.832216667	1.214866667
1.0343	0.845566667	0.820266667
1.129716667	0.82725	0.875816667
1.159433333	0.86595	0.8365
1.122266667	0.769216667	1.009766667
1.132783333	0.794916667	1.039233333
1.05105	0.804216667	1.087516667
1.192883333	0.84105	0.913966667
1.208266667	0.856816667	0.89585
1.251483333	0.84765	1.028816667
1.045966667	0.77955	1.038016667
1.04955	0.766666667	0.984416667
0.998883333	0.789783333	0.83575
0.98115	0.7776	0.806133333
1.02135	0.775183333	0.8923
0.97975	0.7355	1.27825
0.9826	0.8269	1.2843
0.92775	0.854183333	1.2418
0.944733333	0.8472	0.872866667
0.9949	0.8515	0.829166667
1.044883333	0.817316667	0.85435
1.003766667	0.839566667	0.83755
0.931666667	0.855933333	0.869883333
0.93305	0.850516667	0.880366667
0.9719	0.971133333	1.05345
0.949	0.96765	1.0632
0.925633333	0.962766667	1.160383333
0.907083333	0.897	0.989866667
0.946016667	1.077516667	0.964283333
0.994216667	1.08525	0.860616667
0.959016667	0.979683333	0.855033333
0.91155	0.779683333	0.857216667
0.90265	0.742866667	0.8378
0.888766667	0.8427	0.848783333
0.88425	0.790783333	0.880883333
0.902166667	0.750166667	0.815983333
0.9434	0.886533333	0.821833333
0.940166667	0.902283333	0.743166667
0.926916667	0.906233333	0.743883333
1.033216667	0.769283333	0.748333333
0.863516667	0.620266667	0.73865
0.9259	0.656883333	0.755366667
0.79585	0.63765	0.760066667
0.790866667	0.635683333	0.789366667
0.66005	0.746783333	0.7667
0.86735	0.752683333	0.763233333
1.033116667	0.75445	0.773966667
1.03625	0.619933333	0.763466667
0.943516667	0.620533333	0.813983333
0.762916667	0.653816667	0.778133333
0.6737	0.527233333	0.807766667
0.693883333	0.52595	0.806533333
0.677666667	0.517466667	0.791433333
0.6742	0.5481	0.686916667
0.642466667	0.555833333	0.69015
0.656416667	0.581166667	0.6849
0.693883333	0.541616667	0.859333333
0.698166667	0.528383333	0.853483333
0.706116667	0.514083333	0.895233333
0.70555	0.5115	0.705366667
0.765166667	0.505616667	0.67045
0.766133333	0.5162	0.658666667
0.727816667	0.514816667	0.6495
0.592233333	0.5218	0.742833333
0.592033333	0.5212	0.737483333
0.528466667	0.5128	0.73765
0.526483333	0.5042	0.7354
0.534816667	0.4957	0.767183333
0.475416667	0.513783333	0.795
0.476833333	0.580933333	0.789766667
0.4651	0.576666667	0.7407
0.48765	0.54765	0.703933333
0.484933333	0.510416667	0.707466667
0.4884	0.54	0.661733333
0.512766667	0.57055	0.616433333
0.471466667	0.6481	0.6134
0.481116667	0.62125	0.759916667
0.490683333	0.64965	0.78695
0.535233333	0.647116667	0.777933333
0.52745	0.80445	0.58895
0.423033333	0.717766667	0.490733333
0.45645	0.6955	0.4763
0.5067	0.535416667	0.469233333
0.507833333	0.536483333	0.508583333
0.504933333	0.5733	0.5155
0.508283333	0.577133333	0.521883333
0.512716667	0.57855	0.526083333
0.513133333	0.539883333	0.515316667
0.512766667	0.543433333	0.476916667
0.531116667	0.48575	0.48505
0.485833333	0.4804	0.493083333
0.487416667	0.48345	0.5412
0.470033333	0.474216667	0.546083333
0.5197	0.475533333	0.541533333
0.715566667	0.466833333	0.563466667
0.71805	0.4588	0.56165
0.746016667	0.4592	0.702133333
0.723116667	0.453166667	0.73295
0.707116667	0.416333333	0.769633333
0.625783333	0.562316667	0.595383333
0.42545	0.50785	0.5067
0.391216667	0.5009	0.5523
0.384566667	0.3477	0.55405
0.414433333	0.356533333	0.555966667
0.419283333	0.353616667	0.488466667
0.421783333	0.38655	0.4963
0.391133333	0.389183333	0.49125
0.381933333	0.3889	0.4894
0.37755	0.344316667	0.490733333
0.383766667	0.344133333	0.4955
