El. Winter	El. Intermediate	El. Summer
0.22665	0.28755	0.1898
0.235383333	0.322933333	0.1888
0.259283333	0.341966667	0.18735
0.2588	0.34345	0.19
0.259033333	0.335533333	0.191666667
0.236866667	0.2727	0.188783333
0.236866667	0.28125	0.188133333
0.239116667	0.298516667	0.1811
0.240416667	0.299983333	0.187033333
0.23815	0.294283333	0.190016667
0.198983333	0.2911	0.18185
0.196166667	0.296733333	0.176266667
0.186516667	0.292516667	0.180833333
0.223183333	0.22625	0.187766667
0.223083333	0.224116667	0.190833333
0.224883333	0.227416667	0.189033333
0.196033333	0.2789	0.188833333
0.192366667	0.26405	0.19185
0.196783333	0.26485	0.237833333
0.198066667	0.30165	0.242583333
0.231833333	0.2975	0.23785
0.233616667	0.296816667	0.195083333
0.201416667	0.346	0.19015
0.168983333	0.3041	0.194316667
0.164183333	0.299133333	0.19895
0.173116667	0.3075	0.196766667
0.171833333	0.304233333	0.199016667
0.176416667	0.307233333	0.196466667
0.172516667	0.3061	0.1938
0.170833333	0.336316667	0.19235
0.205616667	0.338283333	0.192183333
0.212433333	0.335016667	0.195466667
0.213166667	0.30645	0.193666667
0.211316667	0.307116667	0.1917
0.2011	0.3041	0.19195
0.205916667	0.301566667	0.1987
0.204916667	0.2489	0.18435
0.2017	0.322766667	0.183333333
0.20795	0.327883333	0.177533333
0.206533333	0.334733333	0.173583333
0.2004	0.2636	0.16155
0.202883333	0.26165	0.161266667
0.220333333	0.211183333	0.167683333
0.228416667	0.205966667	0.2042
0.2242	0.205133333	0.206
0.2268	0.20625	0.205216667
0.236916667	0.165983333	0.211066667
0.23905	0.171933333	0.211266667
0.241916667	0.177683333	0.211066667
0.243933333	0.179883333	0.244666667
0.2087	0.20645	0.244533333
0.2039	0.208933333	0.245933333
0.2131	0.2543	0.215233333
0.21215	0.284716667	0.21545
0.218133333	0.286516667	0.217383333
0.21915	0.2912	0.22965
0.2623	0.2978	0.378433333
0.265183333	0.29935	0.39095
0.281383333	0.319566667	0.386783333
0.28495	0.3233	0.259133333
0.276483333	0.355266667	0.240666667
0.277683333	0.355266667	0.239
0.276816667	0.395183333	0.236633333
0.476966667	0.372016667	0.245816667
0.48255	0.3694	0.2466
0.52585	0.343566667	0.248366667
0.33105	0.387133333	0.249533333
0.341083333	0.392883333	0.25735
0.31555	0.388983333	0.291166667
0.30395	0.389766667	0.293416667
0.353116667	0.43035	0.302616667
0.5131	0.424783333	0.278133333
0.541316667	0.3868	0.280183333
0.551	0.3115	0.280833333
0.398166667	0.309116667	0.286333333
0.32915	0.367166667	0.28435
0.323716667	0.45025	0.261683333
0.329933333	0.39905	0.255533333
0.36885	0.432183333	0.2633
0.404083333	0.402933333	0.267616667
0.40725	0.437783333	0.258966667
0.467966667	0.401016667	0.261483333
0.5771	0.3954	0.288283333
0.618	0.385583333	0.285266667
0.61015	0.382233333	0.2779
0.482283333	0.388133333	0.27485
0.4498	0.350233333	0.292483333
0.422233333	0.400416667	0.283233333
0.45495	0.47515	0.28835
0.4497	0.474633333	0.285883333
0.475566667	0.51205	0.283983333
0.64055	0.461783333	0.284966667
0.632383333	0.46795	0.315933333
0.63545	0.444816667	0.459616667
0.4886	0.441433333	0.5656
0.537233333	0.479933333	0.542483333
0.55355	0.511566667	0.39555
0.584083333	0.510566667	0.322316667
0.59265	0.474233333	0.298916667
0.589183333	0.452783333	0.34025
0.576333333	0.48435	0.497483333
0.511866667	0.5428	0.496816667
0.497416667	0.585566667	0.4543
0.637766667	0.532666667	0.296366667
0.632116667	0.518333333	0.3839
0.638516667	0.574283333	0.3974
0.51345	0.582416667	0.399066667
0.658966667	0.499783333	0.374316667
0.624633333	0.45565	0.365066667
0.617583333	0.459566667	0.355783333
0.553066667	0.631216667	0.395116667
0.47415	0.729483333	0.4044
0.557583333	0.816983333	0.442666667
0.5545	0.6147	0.405
0.563916667	0.578366667	0.400066667
0.586016667	0.564416667	0.39045
0.591883333	0.832416667	0.56595
0.62225	0.832366667	0.609366667
0.6441	0.899	0.6796
0.651416667	0.633616667	0.503483333
0.613466667	0.630033333	0.509466667
0.822933333	0.587266667	0.483816667
0.802816667	0.664833333	0.654916667
0.936333333	0.810583333	0.762083333
0.883216667	0.669333333	0.75115
0.934866667	0.808183333	0.63655
0.773716667	0.65745	0.567933333
0.621933333	0.646433333	0.5831
0.62315	0.741483333	0.584483333
0.633083333	0.8198	0.629116667
0.6568	0.8195	0.618566667
0.649966667	0.683116667	0.614483333
0.68355	0.6418	0.67335
0.7023	0.63505	0.696166667
0.646783333	0.581033333	0.695416667
0.607966667	0.586466667	0.665133333
0.7505	0.61215	0.758216667
1.110766667	0.6794	0.76045
1.193933333	0.681883333	0.720883333
1.0626	0.868733333	0.6194
0.933883333	1.118233333	0.7237
0.902583333	1.1174	0.597916667
0.970116667	0.951016667	0.8095
0.9563	0.885483333	0.6726
0.990266667	0.880633333	0.654983333
1.11135	0.881583333	0.433916667
1.046566667	0.844983333	0.39625
1.018016667	0.81635	0.388666667
0.838383333	0.720833333	0.600816667
0.84035	0.77355	0.79075
0.799216667	0.828933333	0.779683333
0.93765	0.881683333	0.6523
1.13965	0.91315	0.491966667
1.165916667	0.87705	0.6611
1.091466667	0.924616667	0.626016667
0.942566667	1.065716667	0.62775
0.915516667	1.149033333	0.401216667
1.107166667	1.094	0.4289
1.150916667	0.981733333	0.553933333
1.195666667	0.773266667	0.682416667
1.062316667	0.855266667	0.794316667
1.097566667	0.817416667	0.685083333
1.27085	1.147283333	0.68065
1.211733333	1.100116667	0.5916
1.080316667	1.092783333	0.505166667
0.9259	0.765666667	0.494683333
0.92965	0.770883333	0.47765
0.950633333	0.936483333	0.479116667
1.07205	0.92975	0.484466667
1.075383333	0.977316667	0.486783333
1.026383333	0.752066667	0.483833333
0.8472	0.738683333	0.645433333
0.9892	0.6984	0.689983333
1.25375	0.70815	0.7609
1.394116667	0.615883333	0.60205
1.262416667	0.811183333	0.555666667
1.0184	0.857066667	0.581433333
0.826566667	0.87105	0.76355
0.894383333	0.787	0.789216667
0.930016667	0.83095	0.7833
0.932033333	0.815866667	0.684266667
0.90415	0.884633333	0.84945
0.927616667	0.884	0.808766667
0.949266667	0.96075	0.75825
1.028216667	0.833866667	0.731766667
0.990316667	0.786833333	1.0083
0.957266667	0.765633333	1.0466
0.986083333	0.7238	1.053666667
1.03115	0.85935	0.827816667
1.027433333	1.022616667	0.782616667
1.192833333	1.05565	0.821666667
1.206733333	1.0922	0.847133333
1.1989	0.993033333	0.803933333
1.06035	1.044683333	0.76745
1.178016667	1.039316667	0.765983333
1.134316667	0.9656	0.831866667
1.092866667	0.8237	0.819166667
1.040816667	0.947683333	0.856733333
0.988266667	0.838033333	0.714866667
0.938466667	0.82115	0.68545
0.9638	0.675083333	0.623016667
0.886483333	0.659666667	0.599733333
0.94995	0.734833333	0.672
0.884	0.7563	0.6492
0.918583333	0.705033333	0.648966667
0.91775	0.5959	0.5284
0.921166667	0.556516667	0.664733333
0.977983333	0.754916667	0.667516667
0.902066667	0.756466667	0.668466667
0.915816667	0.733466667	0.536416667
0.88295	0.536733333	0.616266667
0.888316667	0.516216667	0.659666667
0.924866667	0.496233333	0.785983333
0.939783333	0.49125	0.710233333
0.88895	0.501566667	0.6935
0.834833333	0.461	0.550783333
0.81755	0.469816667	0.580783333
0.811416667	0.469316667	0.54115
0.7355	0.479283333	0.50805
0.768766667	0.5165	0.684666667
0.798433333	0.518866667	0.626083333
0.922783333	0.5239	0.62255
0.9217	0.533816667	0.446316667
0.922716667	0.5686	0.451883333
0.720133333	0.548916667	0.554183333
0.702683333	0.534216667	0.590216667
0.7244	0.668783333	0.587583333
0.67725	0.757716667	0.5144
0.674933333	0.762366667	0.452433333
0.6377	0.5892	0.456516667
0.7429	0.595	0.446066667
0.777683333	0.599233333	0.414266667
0.8187	0.571766667	0.419466667
0.685933333	0.609433333	0.425016667
0.662766667	0.53725	0.456183333
0.6166	0.502816667	0.450783333
0.543966667	0.46035	0.456183333
0.563733333	0.478566667	0.45685
0.560483333	0.46075	0.470816667
0.57085	0.459433333	0.472933333
0.56585	0.45955	0.437783333
0.60695	0.463333333	0.435466667
0.641366667	0.463116667	0.473866667
0.638316667	0.5033	0.469283333
0.604083333	0.476783333	0.478766667
0.594233333	0.488666667	0.424216667
0.590033333	0.497133333	0.451166667
0.660766667	0.682016667	0.451566667
0.696283333	0.62195	0.464133333
0.70945	0.618866667	0.499733333
0.676083333	0.419333333	0.471333333
0.6377	0.417266667	0.477166667
0.662	0.415383333	0.447466667
0.6559	0.413866667	0.449233333
0.6566	0.41225	0.6509
0.644416667	0.409266667	0.6664
0.636633333	0.423133333	0.699733333
0.635166667	0.330316667	0.5534
0.594866667	0.336316667	0.557566667
0.5784	0.364516667	0.5489
0.583916667	0.405466667	0.562166667
0.694266667	0.445533333	0.5622
0.754816667	0.4143	0.598633333
0.677383333	0.4532	0.562383333
0.674783333	0.428283333	0.6013
0.61805	0.50415	0.620833333
0.622133333	0.46445	0.622666667
0.64615	0.4098	0.6178
0.641216667	0.395416667	0.612033333
0.672316667	0.430833333	0.6468
0.64725	0.4327	0.60885
0.682283333	0.422583333	0.601116667
0.65	0.426533333	0.57295
0.686316667	0.476166667	0.56905
0.700583333	0.474433333	0.57015
0.667133333	0.51575	0.57295
0.7447	0.57655	0.575866667
0.715283333	0.628766667	0.47885
0.7519	0.641683333	0.50875
0.757416667	0.59275	0.534816667
0.6832	0.52965	0.533783333
0.622866667	0.486483333	0.54125
0.6618	0.50915	0.539616667
0.632033333	0.67005	0.595833333
0.63225	0.675383333	0.578866667
0.647916667	0.60025	0.52725
0.64975	0.469333333	0.496683333
0.642983333	0.48265	0.6511
0.61005	0.511383333	0.6876
0.61455	0.52115	0.6923
0.613066667	0.53265	0.551283333
0.581216667	0.528333333	0.5177
0.580683333	0.519033333	0.548333333
0.61965	0.523	0.553233333
0.672233333	0.55185	0.617616667
0.64305	0.462383333	0.597083333
0.528116667	0.4497	0.593083333
0.533833333	0.443466667	0.56015
0.525683333	0.427833333	0.694183333
0.487383333	0.435733333	0.673283333
0.5559	0.43215	0.633816667
0.59025	0.429916667	0.478683333
0.621116667	0.433783333	0.4566
0.551883333	0.4364	0.4089
0.57815	0.434783333	0.38155
0.58955	0.56175	0.384966667
0.618483333	0.5607	0.422433333
0.632483333	0.531666667	0.426883333
0.597016667	0.525333333	0.379033333
0.64375	0.659466667	0.3651
0.6938	0.614533333	0.438333333
0.7421	0.608233333	0.44085
0.762866667	0.471816667	0.442083333
0.77195	0.4629	0.441233333
0.707416667	0.46765	0.465283333
0.725633333	0.56815	0.5385
0.696033333	0.604366667	0.53665
0.703833333	0.605333333	0.500333333
0.675383333	0.520066667	0.461533333
0.666216667	0.601066667	0.4661
0.667866667	0.639916667	0.38975
0.660166667	0.63755	0.4724
0.6906	0.635	0.4739
0.68925	0.746783333	0.550633333
0.687683333	0.7531	0.51505
0.61885	0.746833333	0.51225
0.617116667	0.642333333	0.638183333
0.655133333	0.685233333	0.67755
0.656366667	0.684366667	0.705133333
0.57945	0.681116667	0.648066667
0.60675	0.687283333	0.6004
0.525933333	0.655233333	0.569066667
0.52815	0.658566667	0.520966667
0.46085	0.670366667	0.490066667
0.516433333	0.67025	0.3922
0.52515	0.791416667	0.40595
0.53065	0.7732	0.4784
0.477	0.781483333	0.473316667
0.46865	0.68175	0.4762
0.497983333	0.643116667	0.449583333
0.500466667	0.571483333	0.503883333
0.535533333	0.538733333	0.4389
0.435583333	0.537383333	0.437933333
0.473366667	0.570833333	0.378183333
0.434033333	0.537133333	0.398666667
0.431516667	0.710416667	0.436716667
0.40395	0.713533333	0.507466667
0.405416667	0.697083333	0.480016667
0.3942	0.5739	0.45455
0.389383333	0.570466667	0.59105
0.394533333	0.573133333	0.79235
0.445916667	0.603116667	0.78225
0.4083	0.628533333	0.743116667
0.407716667	0.662266667	0.602066667
0.381166667	0.655	0.542716667
0.381933333	0.657716667	0.54315
0.3868	0.6703	0.543283333
0.43475	0.708333333	0.570133333
0.434283333	0.712683333	0.615483333
0.513716667	0.743333333	0.61875
0.5178	0.75965	0.59145
0.54995	0.790883333	0.556183333
0.523466667	0.768166667	0.53335
0.51945	0.8004	0.5682
0.5038	0.765083333	0.621383333
0.54755	0.739366667	0.5692
0.548333333	0.745	0.532716667
0.579183333	0.837616667	0.44615
0.634633333	0.7907	0.440233333
0.66095	0.791766667	0.479283333
0.6113	0.680366667	0.459616667
0.551466667	0.635166667	0.4925
0.490466667	0.636516667	0.46975
0.44235	0.6908	0.52425
0.492733333	0.691183333	0.5189
0.495916667	0.724166667	0.518383333
0.50055	0.6249	0.520183333
0.534866667	0.654233333	0.516133333
0.53595	0.619983333	0.56805
0.45855	0.5791	0.5657
0.469333333	0.5425	0.56575
0.55145	0.536283333	0.603616667
0.6053	0.490533333	0.604133333
0.603716667	0.495583333	0.546483333
0.507383333	0.551216667	0.5492
0.507116667	0.5974	0.497883333
0.485933333	0.617266667	0.52245
0.522166667	0.571266667	0.49115
0.525216667	0.533433333	0.4988
0.557866667	0.530883333	0.5335
0.555466667	0.520783333	0.53685
0.564333333	0.515783333	0.484266667
0.565733333	0.5426	0.563733333
0.5933	0.551033333	0.559683333
0.546083333	0.557	0.562733333
0.531616667	0.54615	0.553783333
0.4926	0.5482	0.505883333
0.490966667	0.564683333	0.511783333
0.465816667	0.594366667	0.477283333
0.4808	0.63965	0.537666667
0.478216667	0.673	0.49115
0.56805	0.707183333	0.459583333
0.51125	0.670966667	0.416733333
0.511883333	0.583416667	0.422216667
0.512833333	0.578116667	0.417016667
0.520216667	0.545916667	0.411616667
0.5715	0.544533333	0.415233333
0.61345	0.511666667	0.413066667
0.642416667	0.509033333	0.407
0.637566667	0.493683333	0.471416667
0.6453	0.49095	0.479616667
0.6304	0.527333333	0.50945
0.633983333	0.495233333	0.459083333
0.7012	0.451933333	0.433933333
0.702933333	0.494966667	0.432883333
0.703933333	0.540583333	0.458166667
0.599916667	0.654333333	0.475633333
0.762616667	0.6015	0.50805
0.729133333	0.560716667	0.505966667
0.787733333	0.569133333	0.539366667
0.647016667	0.557733333	0.438
0.647016667	0.5587	0.43865
0.565233333	0.591916667	0.4543
0.5395	0.5975	0.530933333
0.541533333	0.62435	0.5702
0.51195	0.587083333	0.461333333
0.465766667	0.617166667	0.394083333
0.46635	0.58355	0.471633333
0.452766667	0.586216667	0.466
0.438016667	0.58455	0.418683333
0.472033333	0.545916667	0.404133333
0.433116667	0.545233333	0.366666667
0.419933333	0.590266667	0.344016667
0.458916667	0.58315	0.392066667
0.4552	0.529133333	0.415266667
0.45955	0.47875	0.48185
0.431	0.527433333	0.439983333
0.4339	0.526166667	0.43965
0.4684	0.57865	0.438333333
0.43155	0.532383333	0.36175
0.428416667	0.53625	0.407116667
0.437416667	0.559166667	0.40685
0.437166667	0.55555	0.551583333
0.469733333	0.595633333	0.536466667
0.466466667	0.56405	0.5319
0.465633333	0.623733333	0.3595
0.474266667	0.648283333	0.369566667
0.651033333	0.668716667	0.371383333
0.652083333	0.697416667	0.341633333
0.659433333	0.688883333	0.363316667
0.481833333	0.66125	0.402183333
0.483016667	0.6581	0.370866667
0.440683333	0.691316667	0.362233333
0.46975	0.653233333	0.32605
0.534416667	0.689183333	0.32495
0.53555	0.711966667	0.208466667
0.465466667	0.70245	0.20795
0.44075	0.655866667	0.30005
0.397633333	0.659883333	0.3368
0.38945	0.610366667	0.38305
0.393983333	0.652566667	0.403983333
0.400766667	0.580833333	0.3691
0.39845	0.5215	0.369533333
0.3933	0.559666667	0.3411
0.397016667	0.586433333	0.324566667
0.396466667	0.5813	0.322266667
0.396616667	0.583433333	0.341783333
0.3523	0.54655	0.370933333
0.351866667	0.491966667	0.366366667
0.34835	0.49815	0.377216667
0.307833333	0.495266667	0.338066667
0.3813	0.497516667	0.385566667
0.375383333	0.416183333	0.382033333
0.349466667	0.420833333	0.339583333
0.264316667	0.4576	0.376683333
0.2911	0.457083333	0.34565
0.320483333	0.4326	0.334066667
0.3422	0.375216667	0.398433333
0.434416667	0.3264	0.3538
0.425933333	0.312116667	0.338866667
0.492216667	0.31835	0.338
0.52935	0.327516667	0.350766667
0.533966667	0.3363	0.350433333
0.513516667	0.359883333	0.370566667
0.555216667	0.362266667	0.359733333
0.59525	0.357933333	0.49835
0.597466667	0.3303	0.499083333
0.557183333	0.332833333	0.5317
0.55445	0.336716667	0.47075
0.55475	0.355	0.468066667
0.564233333	0.390816667	0.449616667
0.559416667	0.38915	0.45245
0.568583333	0.398366667	0.449516667
0.519	0.362516667	0.445966667
0.567616667	0.36395	0.4112
0.57225	0.371516667	0.406366667
0.531066667	0.380466667	0.412333333
0.574116667	0.378816667	0.38155
0.569666667	0.41145	0.374683333
0.5436	0.4067	0.3964
0.5409	0.441266667	0.368016667
0.52145	0.467366667	0.3208
0.55825	0.515633333	0.318133333
0.706916667	0.5143	0.317316667
0.723366667	0.449133333	0.308783333
0.7063	0.451016667	0.2571
0.59065	0.437216667	0.22125
0.62015	0.436816667	0.216283333
0.630916667	0.390483333	0.213616667
0.6723	0.380166667	0.317466667
0.6229	0.3591	0.318983333
0.607666667	0.3581	0.313083333
0.619866667	0.324583333	0.279633333
0.585616667	0.324716667	0.282683333
0.565983333	0.322566667	0.222683333
0.55485	0.355633333	0.221933333
0.58605	0.286266667	0.22225
0.67415	0.28405	0.218583333
